Condition/&ConditionDualFlurryApplyDescription Вы набираете	обороты...
Feat/&SelfRepairTitle Самостоятельный	ремонт
Feat/&SubclassMovementDescription Тяжелая броня не требует	силы.
Feat/&SubclassMovementTitle Иммунитет к тяжелой	броне
Feat/&SubclassProficienciesDescription Вы получаете владение кузнечными инструментами и тяжелыми	доспехами.
Feat/&SubclassProficienciesTitle Знания	подкласса
Feat/&SummonArtificialServantDescription Слуга дружелюбен к вам и вашим спутникам и подчиняется вашим	командам.
Feat/&SummonArtificialServantTitle Призвать искусственного	слугу
Feat/&ThunderShieldDescription Защитный щит обеспечивает временные ОЗ, равные вашему уровню. Можно использовать 6 раз за продолжительный	отдых.
Feat/&ThunderShieldTitle Громовой	щит
Feat/&TorchbearerDescription Вы умеете пользоваться факелом в бою. Один раз за ход в качестве бонусного действия вы можете использовать источник света, которым вы экипированы, чтобы попытаться поджечь врага, которого вы можете коснуться. Ваша цель должна преуспеть в спасброске Ловкости (Сл 8 + ваш бонус мастерства + ваш модификатор Ловкости) или получить 1d4 урона огнём за ход в течение 1 минуты или до тех пор, пока не будет	погашена.
Feat/&TorchbearerTitle	Факелоносец
Feat/&UseArmorWeaponsAsFocusDescription Вы можете использовать оружие брони в качестве фокуса заклинаний для своих	заклинаний.
Feat/&UseArmorWeaponsAsFocusTitle Фокус	заклинаний
Feat/&UsingitemPowerDescription Позволяет использовать силу оружия в бонусном	действии.
Feat/&UsingitemPowerTitle Используйте силу	оружия
Feature/&AdditionalActionDualFlurryDescription Вы можете совершить дополнительную атаку левой	рукой.
Feature/&AdditionalActionDualFlurryTitle Двойной	шквал!
Feature/&AdditionalDamageFeatShadySneakAttackDescription Один раз за ход вы можете нанести дополнительный урон 1к6 одному существу, по которому вы попали атакой, соответствующей скрытой атаке Разбойника. На 7 уровне этот урон увеличивается до 2d6, а на 14 уровне до 3d6. Это может сочетаться с скрытой атакой	разбойника.
Feature/&AdditionalDamageFeatShadySneakAttackTitle Теневая подлая	атака
Feature/&DeadeyeDescription Атака на дальней дистанции не накладывает помехи на ваши броски атаки оружием дальнего боя. Ваше оружие дальнего боя игнорирует половину укрытия и укрытие на три четверти. Вы можете выбрать бонусный штраф -5 к вашему удару, чтобы нанести дополнительный урон	+10.
Feature/&DeadeyeTitle Меткий	глаз
Feature/&DualFlurryDescription Вы мастер боя спаренным оружием. В любой ход, когда вы дважды попадаете рукопашной атакой, держа по оружию в каждой руке, вы можете совершить дополнительную атаку левой	рукой.
Feature/&DualFlurryTitle Двойной	шквал
Feature/&PowerAttackDescription Получите штраф -3 к попаданию к своей атаке, чтобы нанести 3 + Бонус мастерства дополнительного урона, когда вы наносите удары оружием ближнего	боя.
Feature/&PowerAttackTitle Силовая	атака
Feature/&PowerTorchbearerDescription Попытаться поджечь цель в ближнем	бою!
Feature/&PowerTorchbearerTitle	Факелоносец
Feature/&RageDamageBonusAttackModifierDescription Добавьте +2 урона к вашим атакам во время	ярости.
Feature/&RageDamageBonusAttackModifierTitle Урон от	ярости
Feature/&RageFeatConditionDescription Находясь в ярости, вы получаете следующее: Преимущество в проверках Силы и спасбросках Силы, бонус к броскам урона +2 и сопротивление дробящему, колющему и рубящему	урону.
Feature/&RageFeatConditionTitle	бушующий
Feature/&RagePowerDescription В качестве бонусного действия вы входите в ярость на одну минуту и ​​получаете следующее: Преимущество в проверках Силы и спасбросках Силы, бонус к броскам урона +2 и сопротивление дробящему, колющему и рубящему	урону.
Feature/&RagePowerTitle	Ярость
Feature/&RageStrengthSavingThrowAffinityDescription Вы получаете преимущество в спасбросках Силы в	ярости.
Feature/&RageStrengthSavingThrowAffinityTitle Преимущество в спасброске Силы	Ярости
Power/&HelpActionDescription Вы можете помочь дружественному существу атаковать существо в пределах 5 футов от вас. Вы делаете финт, отвлекаете цель или каким-то другим образом объединяетесь, чтобы сделать атаку вашего союзника более эффективной. Если ваш союзник атакует цель до вашего следующего хода, первый бросок атаки делается с	преимуществом.
Power/&HelpActionTitle	Помощь
Reaction/&SubitemSelectWarcasterReactionTitle Выберите	действие
Reaction/&WarcasterAttackDescription Цель	атаки.
Reaction/&WarcasterAttackTitle	Атака
Reaction/&WarcasterReactionDescription {0} покидает зону, которой угрожают один или несколько	персонажей.
Reaction/&WarcasterReactionReactDescription Используйте реакцию, чтобы атаковать	цель.
Reaction/&WarcasterReactionReactTitle	Атака
Reaction/&WarcasterReactionTitle Атака	возможности
Tooltip/&DeadeyeConcentration Отключить меткий	глаз.
Tooltip/&FeatPrerequisiteDoesNotHaveFightingStyle Не знает	{0}
Tooltip/&FeatPrerequisiteHasStealthAttack Имеет скрытую	атаку
Tooltip/&FeatPrerequisiteIsNotBarbarian не	варвар
Tooltip/&FeatPrerequisiteIsNotFighter не	боец
Tooltip/&FeatPrerequisiteIsNotRogue не	разбойник
Tooltip/&FeatPrerequisiteLevelFormat Минимальный уровень персонажа	{0}
Tooltip/&PowerAttackConcentration Отключить силовую	атаку.
