AttributeModifier/&AncientForestAttributeModifierBarkskinDescription	AC está configurado en 16.
Reaction/&SpendPowerDH_RiftStrikeDescription	Una vez por descanso prolongado, cuando te daña un ataque cuerpo a cuerpo, puedes usar tu reacción para crear un portal que destierra al atacante durante 1 asalto de tu plano de existencia.
Reaction/&SpendPowerDH_RiftStrikeReactTitle	Golpe de grieta
Reaction/&SpendPowerDH_RiftStrikeTitle	Golpe de grieta
Reaction/&SpendSpellSlotEldritchSmiteDescription	{0} puede gastar espacio de conjuro para infligir 1d8 de daño de fuerza y ​​1d8 de daño adicional por nivel de espacio al objetivo.
Reaction/&SpendSpellSlotEldritchSmiteReactDescription	Haz clic para gastar un espacio de hechizo y aumentar el daño al objetivo.
Reaction/&SpendSpellSlotEldritchSmiteReactTitle	Herir
Reaction/&SpendSpellSlotEldritchSmiteTitle	Golpe sobrenatural
Reaction/&SubitemSelectEldritchSmiteDescription	Seleccione un nivel de ranura para consumir para su Eldritch Smite.
Reaction/&SubitemSelectEldritchSmiteTitle	Nivel de tragamonedas
Requirement/&WarlockMissingEldritchBlast	Truco Explosión sobrenatural
Requirement/&WarlockRequiresNoMoonLit	Patrón no iluminado por la luna
Requirement/&WarlockRequiresOneWithShadows	Invocación sobrenatural "Uno con sombras"
Requirement/&WarlockRequiresPactOfBlade	Pacto de la Espada
Requirement/&WarlockRequiresPactOfChain	Pacto de las Cadenas
Requirement/&WarlockRequiresPactOfTome	Pacto del Tomo
Rules/&CounterFormDismissCreatureFormat	Descartar la construcción Tinkerer
Spell/&AHPactMarkAdditionalDamageDescription	Una criatura marcada con pacto recibe 1d6 de daño adicional del mismo tipo cuando es golpeada por un arma o un ataque de hechizo del marcador.
Spell/&AHPactMarkAdditionalDamageTitle	Daño de marca del pacto
Spell/&AHPactMarkMarkedByPactConditionDescription	Esta criatura ha sido marcada por un pacto y sufre 1d6 de daño adicional del mismo tipo cuando es golpeada por un arma o ataque de hechizo por el marcador.
Spell/&AHPactMarkMarkedByPactConditionTitle	Pacto marcado
Spell/&AHPactMarkPactMarkConditionDescription	Puedes marcar a otras criaturas con una marca de pacto y les haces 1d6 de daño adicional con ataques de armas o hechizos.
Spell/&AHPactMarkPactMarkConditionTitle	marca del pacto
Spell/&AHPactMarkSpellDescription	Colocas una marca de tu pacto en una criatura que puedes ver dentro de los 90 pies. Se vuelve vulnerable a ti y recibe 1d6 de daño adicional cada vez que lo golpeas con un arma o ataque de hechizo. Este daño es del mismo tipo que el ataque que golpea.
Spell/&AHPactMarkSpellTitle	marca del pacto
Spell/&AirBlastDescription	Dispara una ráfaga de aire concentrado a tu objetivo.
Spell/&AirBlastTitle	Golpe de aire
Spell/&EldritchBlastDescription	Un rayo de energía crepitante se dirige hacia una criatura dentro del alcance. Realiza un ataque de hechizo a distancia contra el objetivo. Con un impacto, el objetivo sufre 1d10 de daño por fuerza.\nEl hechizo crea más de un rayo cuando alcanzas niveles más altos: dos rayos en el nivel 5, tres rayos en el nivel 11 y cuatro rayos en el nivel 17. Puede dirigir los rayos al mismo objetivo o a diferentes. Haz una tirada de ataque separada para cada rayo.
Spell/&EldritchBlastGraspingHandDescription	Un rayo de energía crepitante se dirige hacia una criatura dentro del alcance. Realiza un ataque de hechizo a distancia contra el objetivo. Con un impacto, el objetivo sufre 1d10 de daño por fuerza.\n(Cuando golpeas a una criatura con tu explosión sobrenatural, puedes mover esa criatura en línea recta 10 pies más cerca de ti).
Spell/&EldritchBlastGraspingHandTitle	Explosión sobrenatural (agarre)
Spell/&EldritchBlastRepellingBlastDescription	Un rayo de energía crepitante se dirige hacia una criatura dentro del alcance. Realiza un ataque de hechizo a distancia contra el objetivo. Con un impacto, el objetivo sufre 1d10 de daño por fuerza.\n(Cuando golpeas a una criatura con eldritch blast, puedes empujar a la criatura hasta 10 pies de distancia de ti en línea recta).
Spell/&EldritchBlastRepellingBlastTitle	Explosión sobrenatural (repelente)
Spell/&EldritchBlastTitle	Explosión sobrenatural
Spell/&EldritchOrbDescription	Arrojas una bola de energía sobrenatural a una criatura u objeto dentro del alcance e infliges daño de fuerza en un radio pequeño.
Spell/&EldritchOrbTitle	Orbe sobrenatural
Spell/&HinderingBlastDescription	Un rayo de energía crepitante se dirige hacia una criatura dentro del alcance. Realiza un ataque de hechizo a distancia contra el objetivo. Con un impacto, el objetivo sufre 1d10 de daño por fuerza.\n(Cuando golpeas a una criatura con tu explosión sobrenatural, puedes reducir la velocidad de esa criatura en 10 pies hasta el final de tu próximo turno).
Spell/&HinderingBlastTitle	Explosión sobrenatural (obstaculización)
SpellList/&ClassWarlockSpellListDescription	Lista de hechizos de brujo.
SpellList/&ClassWarlockSpellListTitle	Lista de hechizos de brujo
SpellList/&RiftWalkerSpellsListDescription	Lista de hechizos de RiftWalker.
SpellList/&RiftWalkerSpellsListTitle	Lista de hechizos de Caminante del Rift
Stage/&SubclassSelectionStagePatronDescription	Un brujo se define por un pacto con un ser de otro mundo. A veces, la relación entre el brujo y el patrón es como la de un clérigo y una deidad, aunque los seres que actúan como patrones no son dioses.
Stage/&SubclassSelectionStagePatronFeatures	Características de los usuarios de otro mundo
Stage/&SubclassSelectionStagePatronHeader	Patrones de otro mundo de brujo
Stage/&SubclassSelectionStagePatronTitle	Mecenas de otro mundo
Subclass/&AHWarlockSubclassSoulBladePactDescription	Has llegado a un acuerdo con un arma sensible con la que alimentas almas a cambio de poder.
Subclass/&AHWarlockSubclassSoulBladePactTitle	Pacto Soulblade
Subclass/&ClassWarlockPatronDescription	Un brujo se define por un pacto con un ser de otro mundo. A veces, la relación entre el brujo y el patrón es como la de un clérigo y una deidad, aunque los seres que actúan como patrones no son dioses.
Subclass/&ClassWarlockPatronTitle	Patrón de otro mundo
Subclass/&DHWarlockSubclassElementalPatronDescription	Has hecho un pacto con los primordiales presentes en las tierras baldías elementales y te han cambiado. El caos elemental del patrón ha impregnado tu alma, permitiéndote usar el poder de diferentes tipos de elementos.
Subclass/&DHWarlockSubclassElementalPatronTitle	Pacto Elementalista
Subclass/&DHWarlockSubclassRiftWalkerDescription	Tu patrón es uno de los raros seres que llama hogar al vacío entre los mundos. Se deslizan entre los planos con facilidad y el conocimiento que ha adquirido al interactuar con ellos le permite aprovechar las energías de grietas persistentes para su beneficio dentro de solasta. Es posible que a veces te sientas lleno de añoranza por el reino distante de tu patrón, un deseo de vagar entre dimensiones por el resto de tus días, o estar atento a señales de otro evento de Rift, ya sea para prevenirlo o alentarlo.
Subclass/&DHWarlockSubclassRiftWalkerTitle	Pacto del Caminante del Rift
Subclass/&WarlockAncientForestDescription	Has forjado una relación con una poderosa entidad de la naturaleza: antiguas dríades, archidruidas, manifestaciones de Feywild sangrando en el plano material, dioses olvidados de una era primitiva. Tu patrón puede desear que protejas el mundo natural, viajar a tierras lejanas que él no puede o puede tener otro motivo que parece inescrutable para los mortales de corta vida.
Subclass/&WarlockAncientForestTitle	Pacto del Bosque Antiguo
Subclass/&WarlockMoonLitDescription	Tu patrón es un espíritu de la luna, una entidad que encarna la naturaleza cíclica de la luz y la oscuridad. Estos espíritus buscan mantener el poder de la luna sobre el cielo nocturno mientras mantienen a raya los poderes profanos que acechan en la oscuridad y les asignan a sus brujos la misma tarea, otorgándoles el control sobre los poderes de la luna y sus efectos.
Subclass/&WarlockMoonLitTitle	Pacto a la luz de la luna
Subclass/&WarlockToadKingDescription	Fey, demonio o aberración causada por el Cataclismo, la verdadera naturaleza del Rey Sapo no se conoce, pero se sabe que el Rey Sapo gobierna una gran área de pantanos y marismas dentro de Badlands y ofrece poder a aquellos dispuestos a servir.
Subclass/&WarlockToadKingTitle	Pacto del Rey Sapo
Subclass/&WarlockUrPriestDescription	Mientras que la gran mayoría de los lanzadores de hechizos divinos obtienen sus poderes de una deidad, hay quienes desprecian a los dioses. Aquellos que se llaman a sí mismos Ur-sacerdotes han aprendido a desviar las energías divinas otorgadas por los dioses a sus lanzadores de conjuros divinos, usándolas para sus propias necesidades sin alabar a ningún dios. Como Ur-sacerdote, difieres de la mayoría de los brujos, ya que careces de un patrón que te otorgue tu poder. Las invocaciones sobrenaturales que descubras son formas de magia distorsionadas que los dioses pueden otorgar a sus patrocinadores, mientras que las bendiciones del pacto son probablemente artefactos divinos que has logrado robar.
Subclass/&WarlockUrPriestTitle	Pacto UrPriest
