Name	Type	DatabaseType	GUID
AttributeModifierDruidForestGuardianSylvanDurability	FeatureDefinitionAttributeModifier	FeatureDefinition	afd1de94-ce76-575c-922a-19fea5a8d5ce
AttributeModifierFeatCraftyDex	FeatureDefinitionAttributeModifier	FeatureDefinition	4db12466-67da-47a4-8d96-a9bf9cf3a251
AttributeModifierFeatCraftyInt	FeatureDefinitionAttributeModifier	FeatureDefinition	b23c3b73-7690-42ba-aa49-7ca3451daa05
AttributeModifierFeatCraftyWis	FeatureDefinitionAttributeModifier	FeatureDefinition	23f944c7-2359-43cc-8bdc-71833bf35302
AttributeModifierImprovedArmorInfusion	FeatureDefinitionAttributeModifier	FeatureDefinition	9ba23c8d-28de-517b-a27e-63593c9a008b
AttributeModifierImprovedCriticalFeat	FeatureDefinitionAttributeModifier	FeatureDefinition	ac76c410-bc5f-5d8c-9eb4-f82b470b8862
AttributeModifierMeleeWizardExtraAttack	FeatureDefinitionAttributeModifier	FeatureDefinition	51476c8a-052b-56a6-9152-3f65ef323d42
AttributeModifierRuin	FeatureDefinitionAttributeModifier	FeatureDefinition	d2818238-8f23-5523-9f63-a2eca12f484a
AttributeModifierToughFeat	FeatureDefinitionAttributeModifier	FeatureDefinition	b9e60c25-e3d1-5c77-ac00-7afdccad09d9
AttributeSpellShieldArcaneDeflection	FeatureDefinitionAttributeModifier	FeatureDefinition	f6ccc8d6-db4d-535d-b324-b3b0ac585c9f
BackgroundSkillSelect2	FeatureDefinitionPointPool	FeatureDefinition	77d6eb2c-d99f-4256-9bb6-c6395e440629
BackgroundSkillSelect3	FeatureDefinitionPointPool	FeatureDefinition	e6f2ed65-a44e-4314-b38c-393abb4ad900
BackgroundToolSelect	FeatureDefinitionPointPool	FeatureDefinition	989ddb03-b915-42cc-9612-bc8be96b7476
BalancingAdvantage	FeatureDefinitionCombatAffinity	FeatureDefinition	9dc28618-3adb-497d-930d-2a01bcac42d5
BarbarianArmorProficiencyMulticlass	FeatureDefinitionProficiency	FeatureDefinition	86558227b0cd4771b42978a60dc610db
CancelElixirFly	FeatureDefinitionPower	FeatureDefinition	64385214-7b0f-4372-a12f-8346b2b33884
CancelElixirResilience	FeatureDefinitionPower	FeatureDefinition	4de693d2-f193-4434-8741-57335d7cefdc
CancelElixirSwiftness	FeatureDefinitionPower	FeatureDefinition	86888f66-c8b2-49db-910a-bde389dd69df
CancelFlyingConditionArtificialServant	FeatureDefinitionPower	FeatureDefinition	15bff3c5-632e-451f-8c46-1511ed4cf805
CastSpellConArtist	FeatureDefinitionCastSpell	FeatureDefinition	20a1a155-6992-5137-98aa-17ad091038bc
CastSpellSpellShield	FeatureDefinitionCastSpell	FeatureDefinition	09aac17f-37c6-5456-adf1-6578251f8359
CastSpellTinkerer	FeatureDefinitionCastSpell	FeatureDefinition	67ded021-18e4-5ebf-a396-449314a731ef
CastSpellWitch	FeatureDefinitionCastSpell	FeatureDefinition	73c40446-6b19-5203-9a7d-31c3926289b6
ChefTreatEatPower	FeatureDefinitionPower	FeatureDefinition	31ea87c9-f446-59ba-a422-6855c1b372bf
CombatAffinityDisorient	FeatureDefinitionCombatAffinity	FeatureDefinition	c53bf112-a3ad-51d7-9ed0-0de5d2a87f95
CounterStrikePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	88c294ce-14fa-4f7e-8b81-ea4d289e3d8b
CraftingTinkererMagicItemAdept	FeatureDefinitionCraftingAffinity	FeatureDefinition	c4706d4e-3794-5cd6-92ce-c1afd810f954
CraftyArcana	FeatureDefinitionProficiency	FeatureDefinition	44a54666-80ba-475c-90b1-774e86f1a69a
CraftyBows	FeatureDefinitionProficiency	FeatureDefinition	62a71277-b62d-41e6-9546-19f6faa2b5a7
CraftyHerbalismKit	FeatureDefinitionProficiency	FeatureDefinition	9345e1fd-ec4c-4509-acb5-3f3257b25ec4
CraftyManacalonRosary	FeatureDefinitionProficiency	FeatureDefinition	0685a944-76cd-423a-81a1-9ceec507d69a
CraftyMedicine	FeatureDefinitionProficiency	FeatureDefinition	1ac54869-a8ce-4a51-a858-1f7e34680b96
CraftyNature	FeatureDefinitionProficiency	FeatureDefinition	7399b06a-bfda-4e60-8366-17e0d6cec0d0
CraftyPoisonersKit	FeatureDefinitionProficiency	FeatureDefinition	32ddae84-66e7-4b56-b5ec-0ec91a713e2e
CraftyScrollKit	FeatureDefinitionProficiency	FeatureDefinition	5309bd7f-b533-40ff-ae95-d977e02d61fe
CraftySmithsTools	FeatureDefinitionProficiency	FeatureDefinition	48905450-4b35-480f-9868-f340c7902920
DHCastSpellCouatl	FeatureDefinitionCastSpell	FeatureDefinition	462ab802-95f0-50ec-a827-1dea0b7568c6
DHFeeblemindChaSpellAttributeModifier	FeatureDefinitionAttributeModifier	FeatureDefinition	6721abe1-19eb-4a8c-9702-2fdea2070464
DHFeeblemindIntSpellAttributeModifier	FeatureDefinitionAttributeModifier	FeatureDefinition	a2a16bda-e7b1-4a87-9f0e-3e4c21870fd8
DHFeeblemindSpellActionAffinity	FeatureDefinitionActionAffinity	FeatureDefinition	749a9572-07f6-4678-9458-904c04b9ab22
DHHolyAuraSpellBlindingPower	FeatureDefinitionPower	FeatureDefinition	40366ca2-00a0-471a-b370-8c81f6283ce1
DHHolyAuraSpellDamageAffinity	FeatureDefinitionDamageAffinity	FeatureDefinition	c83aceae-e4c4-4a9c-a83d-58ffebe92007
DieRollModifierFeatSavageAttacker	FeatureDefinitionDieRollModifier	FeatureDefinition	d30bbad2-4b3c-5a64-9dd9-fb9ef88ed93a
DieRollModifierFeatSavageMagicAttacker	FeatureDefinitionDieRollModifier	FeatureDefinition	0016c376-51f9-58a7-b0ac-a8d1bdc530bc
DruidForestGuardianBarkWard	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	04b52ec8-fb06-5e97-973a-eced177266b1
DruidForestGuardianImprovedBarkWard	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	be211a95-38be-58c3-94ac-d749abfba601
DruidForestGuardianSuperiorBarkWard	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	159ecf17-62de-5b17-82c1-4c040e24daae
DruidForestGuardianSylvanWarMagic	FeatureDefinitionMagicAffinity	FeatureDefinition	1edd7942-b88d-54e6-b7f1-65adb8009def
Enhanced Focus	FeatureDefinitionMagicAffinity	FeatureDefinition	38575e67-ecc7-5a8a-9898-e209c4d5390e
ExpertiseToolsTinkerer	FeatureDefinitionProficiency	FeatureDefinition	7f14447c-e6fa-5fef-805b-951517b4b74a
ExtraInfusionSlots	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerPoolModifier	FeatureDefinition	350902fd-cf99-48e4-8edc-115c82886bdb
FeatBlindFightingStlyeProficiency	FeatureDefinitionProficiency	FeatureDefinition	734d3996-7003-500d-95bd-4cae42c76422
FeatChaIncrement	FeatureDefinitionAttributeModifier	FeatureDefinition	e34d5fec-6431-5d65-b40b-25944621de35
FeatChefConIncrement	FeatureDefinitionAttributeModifier	FeatureDefinition	623b9915-7fa4-596b-bbdb-387a7cb9bf3d
FeatChefCookTreats	FeatureDefinitionPower	FeatureDefinition	14888452-6cdf-53d6-bfb6-cdd5648f9956
FeatChefShortRestFeast	FeatureDefinitionPower	FeatureDefinition	a2c52704-5388-503d-b1bb-0d1a1e21c8be
FeatChefWisIncrement	FeatureDefinitionAttributeModifier	FeatureDefinition	66525b26-9796-563b-9896-ec7d61d38526
FeatDexIncrement	FeatureDefinitionAttributeModifier	FeatureDefinition	820204d3-28c7-5073-b88e-cb1bead386b0
FeatFightingStyleArcheryProficiency	FeatureDefinitionProficiency	FeatureDefinition	39021473-370d-5c9d-b891-247eb4e42a46
FeatFightingStyleDefenseProficiency	FeatureDefinitionProficiency	FeatureDefinition	0088d5eb-8820-53ac-899c-350b1caf8b10
FeatFightingStyleDuelingProficiency	FeatureDefinitionProficiency	FeatureDefinition	c5c7f62e-68df-57d4-b415-a90d90bf2472
FeatFightingStyleGreatWeaponProficiency	FeatureDefinitionProficiency	FeatureDefinition	ef95f4d0-913f-540e-b566-7e65e0b632a8
FeatFightingStyleProtectionProficiency	FeatureDefinitionProficiency	FeatureDefinition	f42e2dae-badc-50b0-b043-28a07de0b52f
FeatFightingStyleTwoWeaponProficiency	FeatureDefinitionProficiency	FeatureDefinition	880a6b75-8657-5b28-9cb3-3556eb9f73df
FeatHealerMedicineProficiency	FeatureDefinitionProficiency	FeatureDefinition	48661b00-6c58-5c97-adc6-7d3e885de1f3
FeatIntIncrement	FeatureDefinitionAttributeModifier	FeatureDefinition	d2209a77-7ae2-5e9f-a7b1-5c7eab76e9cf
FeatLightArmorProficiency	FeatureDefinitionProficiency	FeatureDefinition	e66cc74d-9764-56a1-a66a-5c2e2fae0f5e
FeatMediumArmorProficiency	FeatureDefinitionProficiency	FeatureDefinition	db8a30f1-72a3-55ae-b8dd-ff9aa8a21f1c
FeatPugilistFightingStlyeProficiency	FeatureDefinitionProficiency	FeatureDefinition	6c460551-9997-524d-9412-31ed93288e60
FeatStrengthIncrement	FeatureDefinitionAttributeModifier	FeatureDefinition	90578516-004f-5fed-be23-24a2b8656621
FeatureDualFlurry	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionOnAttackHitEffect	FeatureDefinition	baf864a5-d9d9-5e5f-aa36-a65360b41cf3
FeatureSetGreenWitchMagic	FeatureDefinitionFeatureSet	FeatureDefinition	507e2c9e-4343-52e9-99d7-b53bedab1d78
FeatureSetRedWitchMagic	FeatureDefinitionFeatureSet	FeatureDefinition	d439916c-e226-50fd-ae2b-dc5dac2f9958
FeatureSetWhiteWitchMagic	FeatureDefinitionFeatureSet	FeatureDefinition	13e52ca9-fe5c-57fe-8659-9c324b7599da
FeatureSetWitchFamiliar	FeatureDefinitionFeatureSet	FeatureDefinition	d80020a5-f150-567a-948c-40bf8969233a
FeatWisIncrement	FeatureDefinitionAttributeModifier	FeatureDefinition	1794c14b-322c-560a-a025-d3e34d2cd58b
FeyTeleportationAutoPrepMistyBarbarian	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	8a5682f7-8563-52f3-936b-138645322366
FeyTeleportationAutoPrepMistyClassTinkerer	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	5902baac-de33-5c7d-ac6d-0c07a57b56f2
FeyTeleportationAutoPrepMistyClassWitch	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	a4e13108-4b9d-5f73-96da-9340d0fba050
FeyTeleportationAutoPrepMistyCleric	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	d2d8e5bf-c09a-58fb-b7fb-91a52b4a6db2
FeyTeleportationAutoPrepMistyDruid	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	c3c6eac2-6450-5f65-a5bd-33e5d2fdf6af
FeyTeleportationAutoPrepMistyFighter	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	6bd5b9ee-5b24-570f-9ec8-adc93c73e509
FeyTeleportationAutoPrepMistyPaladin	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	9476f170-0f88-5c05-b62d-9df90ee9b951
FeyTeleportationAutoPrepMistyRanger	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	c15bfa2f-1ebc-52b4-a3f9-cef567102d29
FeyTeleportationAutoPrepMistyRogue	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	97143a76-c009-50f9-90d7-679c2c892b4a
FeyTeleportationAutoPrepMistySorcerer	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	b2ec4b3e-2fe9-560a-af5d-7c24872747e5
FeyTeleportationAutoPrepMistyWizard	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	2c2c8f9d-8420-5041-b238-509aec321a2a
FeyTeleportationLanguageTirmarian	FeatureDefinitionProficiency	FeatureDefinition	a2c603ae-7c49-5207-865e-6ffecb60182e
FighterArmorProficiencyMulticlass	FeatureDefinitionProficiency	FeatureDefinition	5df5ec907a424fccbfec103344421b51
FlameArtillery	FeatureDefinitionPower	FeatureDefinition	3a93be16-4398-47cb-9c1c-4ec56903bd2f
FlameArtillery_09ModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	d841a2aa-efc0-4ccc-b50a-ed0d8e4d68e1
FlameArtillery_15ModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	0c84cc3b-0730-4e25-b8a7-8a074696efe4
FlameArtillery_2	FeatureDefinitionPower	FeatureDefinition	2ba003a5-718a-4eea-a0f8-33fa79884cb1
FlameArtilleryModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	f1559469-cf41-4204-a8c1-53379d04df43
ForceArtillery_09ModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	367fe374-e902-4ce9-9dc8-78d43c277faf
ForceArtillery_15ModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	c0e479c8-6fac-4c1a-9e98-58929e42264a
ForceArtilleryAdditionalDamage	FeatureDefinitionAdditionalDamage	FeatureDefinition	2e726b2e-052f-482f-a869-721851fcb407
ForceArtilleryModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	b01c40ca-685a-4d5d-9ee4-ed47d39cb5b9
ForestGuardianAutoPreparedSpells	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	4ced2165-f8e5-545b-af7c-34cbd0f4d7ff
GambitResourcePool	FeatureDefinitionPower	FeatureDefinition	00da2b27-139a-4ca0-a285-aaa70d108bc8
GambitResourcePoolAdd	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerPoolModifier	FeatureDefinition	056d786a-2611-4981-a652-704fa5056375
GambitResourcePoolAdd10	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerPoolModifier	FeatureDefinition	52b74360-eecf-407c-9445-4515cbb372f3
GambitResourcePoolAdd15	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerPoolModifier	FeatureDefinition	b4307074-cd80-4376-96f0-46f7a3a79b5a
GambitResourcePoolAdd18	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerPoolModifier	FeatureDefinition	c7ced45a-572f-4af0-8ec5-2add074dd7c3
GauntletsGrapple	FeatureDefinitionPower	FeatureDefinition	71b309c2-1f8b-4df4-955e-3f8504bc381e
GreenMagicAutoPreparedSpell	FeatureDefinitionAutoPreparedSpells	FeatureDefinition	6308a746-d075-55e7-ae6a-ee06d559a151
HalfCoverShield	FeatureDefinitionPower	FeatureDefinition	0fd3ccb3-0f15-4766-8eb8-32042838ce6d
HalfCoverShieldAttribute	FeatureDefinitionAttributeModifier	FeatureDefinition	4dd6548f-4d7f-4bbf-b120-70a17f79f8e0
HelpAction	FeatureDefinitionPower	FeatureDefinition	994ab51f-a81a-50fd-af24-45dfd078b637
improvedBarkWardRetaliate	FeatureDefinitionPower	FeatureDefinition	f78fde0d-e495-5cc1-affb-84613f0e0ca1
ImprovedBarkWardRetaliationDamage	FeatureDefinitionDamageAffinity	FeatureDefinition	9213ab09-a35f-59e3-ac3e-d4dbd3eddd3f
ImprovedEnhancedFocus	FeatureDefinitionMagicAffinity	FeatureDefinition	69a06d2c-ca3d-5188-903a-e1fa742df195
ImprovedScoutModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	89ec2647-5560-4e82-aa7b-59a8489de492
ImprovedSentinelModePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	b216988a-5905-47fd-9359-093cd77d41f9
InfusionBagOfHolding	FeatureDefinitionEquipmentAffinity	FeatureDefinition	422f596d-763d-5b06-9bb1-feee9470d31c
InspirePower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	163c28de-48e5-4f75-bdd0-d42374a75ef8
InspiringSurgePower	FeatureDefinitionPower	FeatureDefinition	c2930ad2-dd02-4ff3-bad8-46d93e328fbd
IntToAttackAndDamage	FeatureDefinitionAttackModifier	FeatureDefinition	ebb243f7-382c-4caf-9d7f-40c80dab4623
KnockDownPower	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	90dd5e81-40d7-4824-89b4-45bcf4c05218
KSRogueSubclassThugBrutalMethods	FeatureDefinitionActionAffinity	FeatureDefinition	2444519e-fdc2-57f7-a1f6-fb717542fab2
KSRogueSubclassThugExploitVulnerabilities	FeatureDefinitionAdditionalDamage	FeatureDefinition	d4f67d9f-f5db-54ff-b215-243ff983becb
KSRogueSubclassThugOvercomeCompetition	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	9c18b1ce-c277-5d4d-a60c-0cc69cf8b32a
KSRogueSubclassThugProficiencies	FeatureDefinitionProficiency	FeatureDefinition	55dae83e-0522-57ae-aa09-dc075f34ed0b
LightningCloakAbilityCheckAffinity	FeatureDefinitionAbilityCheckAffinity	FeatureDefinition	160e74ef-1596-4b68-8a5b-48b65b155b26
LightningCloakMovementAffinities	FeatureDefinitionMovementAffinity	FeatureDefinition	9a098f7c-0286-4a04-ba42-23b7dfc45e7b
LightningSpearAdditionalDamage	FeatureDefinitionAdditionalDamage	FeatureDefinition	52d19882-ca63-422d-aece-d80f806859a8
MagicAffinityArtificerAlchemicalSavantHeightened	FeatureDefinitionMagicAffinity	FeatureDefinition	fca5144b-4590-5300-9b50-bd04872517a8
MagicAffinityArtificerInfusionCasting	FeatureDefinitionMagicAffinity	FeatureDefinition	43adb72f-5ff5-5504-87a6-406b9ccfb5d0
MagicAffinityControlHeightened	FeatureDefinitionMagicAffinity	FeatureDefinition	af0d6b9d-6b6c-562e-a515-ced5b24ab1c2
MagicAffinityFighterSpellShield	FeatureDefinitionMagicAffinity	FeatureDefinition	88d441bc-25ac-5610-872f-87f0a102499c
MagicAffinityLifeTransmuterHeightened	FeatureDefinitionMagicAffinity	FeatureDefinition	c4d1d236-c7f9-5131-bfd2-89f381fa749a
MagicAffinityMasterManipulatorDC	FeatureDefinitionMagicAffinity	FeatureDefinition	80f89684-165f-51d8-b986-2f3972dce1e8
MagicAffinityMeleeWizardConcentration	FeatureDefinitionMagicAffinity	FeatureDefinition	391e082e-73e0-5768-bc4a-79e56ca6e23a
MagicAffinityMindSharpener	FeatureDefinitionMagicAffinity	FeatureDefinition	02fc665f-a827-5e8d-bd9b-807b8c4b9824
MagicAffinityRangerArcanist	FeatureDefinitionMagicAffinity	FeatureDefinition	63372bfb-ca38-554c-a8ee-3476a34fc7b6
MagicAffinityRoguishConArtistDC	FeatureDefinitionMagicAffinity	FeatureDefinition	e309fa24-5044-55dd-89f1-420adc5b30ca
MagicAffinitySpellMasterExtraPrepared	FeatureDefinitionMagicAffinity	FeatureDefinition	e28c01fd-5251-5634-b023-63a84474dec6
MagicAffinitySpellMasterKnowledge	FeatureDefinitionMagicAffinity	FeatureDefinition	a7b6b1bb-68f5-5a65-aae8-3e8466d2d271
MagicAffinitySpellMasterPrepared	FeatureDefinitionMagicAffinity	FeatureDefinition	7364c3f5-399d-561b-ab0a-8599385f3876
MagicAffinitySpellMasterScriber	FeatureDefinitionMagicAffinity	FeatureDefinition	ef6ff56a-f5cc-5167-b428-8b6f38dcb721
MagicAffinityWarCasterFeat	FeatureDefinitionMagicAffinity	FeatureDefinition	5ce848d6-8b6c-5397-b26d-eec335220f2c
ManipulatorMentalSavingThrows	FeatureDefinitionProficiency	FeatureDefinition	22c26124-4961-5236-aeeb-0ac9481703e1
PaladinArmorProficiencyMulticlass	FeatureDefinitionProficiency	FeatureDefinition	69b18e44aabd4acca702c05f9d6c7fcb
PathOfTheLightEyesOfTruth	FeatureDefinitionFeatureSet	FeatureDefinition	b9dfa978-a406-5b1b-80ea-e1e1764f7524
PathOfTheLightEyesOfTruthPower	FeatureDefinitionPower	FeatureDefinition	3ffe8a5b-968b-50e9-ba96-8eae57dfc5de
PathOfTheLightIlluminatedDisadvantage	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionAttackDisadvantageAgainstNonSource	FeatureDefinition	afffafb1-3f8b-519e-a804-596c5c8a2865
PathOfTheLightIlluminatedPreventInvisibility	FeatureDefinitionFeatureSet	FeatureDefinition	91ae9be1-dfa1-5fac-9b1a-149d0ccd3520
PathOfTheLightIlluminatedPreventInvisibilityConditionInvisible	FeatureDefinitionConditionAffinity	FeatureDefinition	3a0bef15-1615-5dac-9bfa-5951528be276
PathOfTheLightIlluminatedPreventInvisibilityConditionInvisibleBase	FeatureDefinitionConditionAffinity	FeatureDefinition	2a2d0429-e728-5761-af82-053f2f1e36b7
PathOfTheLightIlluminatedPreventInvisibilityConditionInvisibleGreater	FeatureDefinitionConditionAffinity	FeatureDefinition	491a91f9-ed95-535a-8c74-715220691fb1
PathOfTheLightIlluminatingBurst	SolastaCommunityExpansion.Subclasses.Barbarian.PathOfTheLight+IlluminatingBurstPower	FeatureDefinition	afeb14b1-308c-56e6-9680-5942aca31ee5
PathOfTheLightIlluminatingBurstFeatureSet	FeatureDefinitionFeatureSet	FeatureDefinition	5ca3e3fc-f90d-5998-8bc3-dec3f0221e9d
PathOfTheLightIlluminatingBurstInitiator	FeatureDefinitionPower	FeatureDefinition	e8ad8505-17d7-57fe-8684-258798a382b6
PathOfTheLightIlluminatingBurstSuppressor	FeatureDefinitionPower	FeatureDefinition	3f300372-fc36-5d56-b8dd-8642ac03d24e
PathOfTheLightIlluminatingStrike	SolastaCommunityExpansion.Subclasses.Barbarian.PathOfTheLight+IlluminatingStrikeAdditionalDamage	FeatureDefinition	6cf534e4-d124-50f4-803a-7cfd0b277e5f
PathOfTheLightIlluminatingStrikeFeatureSet	FeatureDefinitionFeatureSet	FeatureDefinition	e4ba61d8-8696-5665-a1bc-82452204a669
PathOfTheLightIlluminatingStrikeImprovement	FeatureDefinition	FeatureDefinition	7218770d-3acb-5f2a-977e-07cfccae974c
PathOfTheLightIlluminatingStrikeInitiator	FeatureDefinitionPower	FeatureDefinition	a775e624-1729-5209-839f-f598c791a95e
PathOfTheLightLightsProtection	FeatureDefinitionFeatureSet	FeatureDefinition	d9ff8401-7b25-5e78-8bdb-1b6c0ee3fa51
PathOfTheLightLightsProtectionOpportunityAttackImmunity	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionOpportunityAttackImmunityIfAttackerHasCondition	FeatureDefinition	49fc3330-cdd0-5d1d-8de7-d99b752f765d
PathOfTheLightPierceTheDarkness	FeatureDefinitionFeatureSet	FeatureDefinition	c9a6bd92-bebc-5e6d-a0e8-a0f9896b9ebc
PointPool10BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	38855d34-d1fd-5798-9998-ea74a1eed37b
PointPool11BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	13ea0ec0-a80b-5598-9452-ab2a1f88781a
PointPool2BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	dbec86c7-468f-4569-917b-2d96d21f9ddf
PointPool3BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	27ab1eaf-5a4e-54d9-966d-d480035d104c
PointPool4BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	de391321-0c71-520d-8a0a-f939c0f78b3a
PointPool5BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	d09901a7-c69f-5d9f-a6b7-d6b07387faad
PointPool6BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	4fbe576a-23d7-5ba2-9590-bec6db5c7a8e
PointPool7BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	a723985d-913f-5fa5-b97d-4646d192683b
PointPool8BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	a6eea7e1-8d4f-5963-807d-ed4e905da8df
PointPool9BonusFeats	FeatureDefinitionPointPool	FeatureDefinition	24aa6f1c-6cd3-5046-9cc4-7c87d6f48e64
PointPoolAbilityScore3	FeatureDefinitionPointPool	FeatureDefinition	89708d7d-a16a-44a1-b480-733d1ae932a4
PointPoolAbilityScore4	FeatureDefinitionPointPool	FeatureDefinition	dcdd35a8-f1ca-475a-b5a4-a0426292688c
PointPoolBardSkillPointsMulticlass	FeatureDefinitionPointPool	FeatureDefinition	a69b2527569b4893abe57ad1f80e97ed
PointPoolRangerSkillPointsMulticlass	FeatureDefinitionPointPool	FeatureDefinition	096e4e01b52b490e807cf8d458845aa5
PointPoolRogueSkillPointsMulticlass	FeatureDefinitionPointPool	FeatureDefinition	451259da8c5c41f4b1b363f00b01be4e
PointPoolTinkererSkillPoints	FeatureDefinitionPointPool	FeatureDefinition	f0bb19e3-584b-585d-8e0b-eafe106a09b5
PointPoolWitchSkillPoints	FeatureDefinitionPointPool	FeatureDefinition	e3054f67-59d2-5fef-b78f-d31437d13ddc
PowerAlchemistGreaterRestorativeElixirs	FeatureDefinitionPower	FeatureDefinition	faeba33f-a073-5c99-aa06-dbb68f4c6c8f
PowerAlchemistHealElixirs	FeatureDefinitionPower	FeatureDefinition	f01c6a22-bfd0-5cbe-b338-4ce1e1e6294c
PowerAlchemistRestorativeElixirs	FeatureDefinitionPower	FeatureDefinition	f3b60c5a-2914-527b-b996-e1940bcac31c
PowerAlchemistSpellBonusRecovery	FeatureDefinitionPower	FeatureDefinition	8d829bd7-85c7-59a9-a0e6-c27a7469c73c
PowerAttack	FeatureDefinitionPower	FeatureDefinition	0a3e6a7d-4628-4189-b91d-d7146d774bb6
PowerAttackAttackModifier	FeatureDefinitionAttackModifier	FeatureDefinition	87286627-3e62-459d-8781-ceac1c3462e6
PowerAttackTwoHanded	FeatureDefinitionPower	FeatureDefinition	b45b8467-7caa-428e-b4b5-ba3c4a153f07
PowerAttackTwoHandedAttackModifier	FeatureDefinitionAttackModifier	FeatureDefinition	b1b05940-7558-4f03-98d1-01f616b5ae25
PowerBattleSmithWeapon	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	87a49f0c-5774-5a9e-8a8e-251c3f48225d
PowerFalseLifeFromFeat	FeatureDefinitionPower	FeatureDefinition	83c00463-e193-5b37-8983-2dafeb789772
PowerInflictWoundsChaFromFeat	FeatureDefinitionPower	FeatureDefinition	141634ae-5a67-5357-842c-45155504bea5
PowerInflictWoundsIntFromFeat	FeatureDefinitionPower	FeatureDefinition	941b6863-b1f6-5cea-8fe3-3bf8eedf3451
PowerInflictWoundsWisFromFeat	FeatureDefinitionPower	FeatureDefinition	f454baf0-d76e-50c0-beee-083d87d0853b
PowerInfuseAmuletOfHealth	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	6295ef17-978e-5335-a74f-664db957d199
PowerInfuseBeltOfGiantHillStrength	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	d07c8835-3401-59dc-bab6-eab86e6570a2
PowerInfuseBootsOfElvenKind	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	fd14fb70-587a-5976-8f4c-537e51f666d1
PowerInfuseBracersOfDefense	SolastaCommunityExpansion.CustomFeatureDefinitions.FeatureDefinitionPowerSharedPool	FeatureDefinition	909e32cb-2c09-5dd7-a21e-8ab3d25e8393
