Condition/&ConditionDualFlurryApplyDescription	Você está ganhando impulso...
Feat/&RetributionDescription	Constructo causa 1d4 + seu modificador de Inteligência de dano de força ao atacante quando é atingido por um ataque.
Feat/&RetributionTitle	Retribuição
Feat/&SelfDestructDescription	Se autodestrua e force um teste de resistência de Destreza para criaturas a até 3 metros. Em uma falha, cause 3d8 de dano de força.
Feat/&SelfDestructTitle	Auto-destruição
Feat/&SelfRepairDescription	Cura 2d8 HP, 3 vezes por dia.
Feat/&SelfRepairTitle	Auto-reparo
Feat/&SubclassMovementDescription	Armadura pesada não tem um requisito de Força.
Feat/&SubclassMovementTitle	Imunidade de armadura pesada
Feat/&SubclassProficienciesDescription	Você ganha proficiência em ferramentas de ferreiro e armaduras pesadas.
Feat/&SubclassProficienciesTitle	Proficiências de Subclasse
Feat/&SummonArtificialServantDescription	O servo é amigável com você e seus companheiros e obedece às suas ordens.
Feat/&SummonArtificialServantTitle	Invocar Servo Artificial
Feat/&ThunderShieldDescription	Escudo defensivo fornece HP temporário igual ao seu nível. Pode ser usado 6 vezes por descanso longo.
Feat/&ThunderShieldTitle	Escudo do Trovão
Feat/&TorchbearerDescription	Você é hábil no uso de uma tocha em batalha. Uma vez por turno, como uma ação bônus, você pode optar por usar uma fonte de luz que você equipou para tentar incendiar um inimigo que você pode tocar. Seu alvo deve ser bem sucedido em um teste de resistência de Destreza (CD 8 + seu bônus de proficiência + seu modificador de Destreza) ou sofrerá 1d4 de dano de fogo por turno por 1 minuto ou até ser extinto.
Feat/&TorchbearerTitle	Portador da tocha
Feat/&UseArmorWeaponsAsFocusDescription	Você pode usar as armas da armadura como um foco de conjuração para seus feitiços.
Feat/&UseArmorWeaponsAsFocusTitle	Foco de conjuração
Feat/&UsingitemPowerDescription	Permite que o poder da arma seja usado na ação bônus.
Feat/&UsingitemPowerTitle	Usar o poder da arma
Feature/&AdditionalActionDualFlurryDescription	Você pode fazer um ataque adicional com a mão inábil.
Feature/&AdditionalActionDualFlurryTitle	Turbilhão duplo!
Feature/&AdditionalDamageFeatShadySneakAttackDescription	Uma vez por turno, você pode causar 1d6 de dano extra a uma criatura que você acertar com um ataque que atenda ao Ataque Furtivo do Ladino. No 7º nível este dano aumenta para 2d6 e no 14º nível para 3d6. Isso pode acumular com o ataque furtivo de Rogue.
Feature/&AdditionalDamageFeatShadySneakAttackTitle	Ataque sorrateiro
Feature/&DeadeyeDescription	Atacar a longa distância não impõe desvantagem em suas jogadas de ataque à distância. Suas armas de longo alcance ignoram meia cobertura e três quartos de cobertura. Você pode escolher receber uma penalidade de -5 de bônus para acertar para causar um bônus de +10 de dano.
Feature/&DeadeyeTitle	Deadeye
Feature/&DualFlurryDescription	Você é um mestre da luta com armas emparelhadas. Em qualquer turno em que você acertar duas vezes com ataques corpo a corpo enquanto empunha uma arma em cada mão, você pode fazer um ataque adicional com a mão inábil.
Feature/&DualFlurryTitle	Dupla rajada
Feature/&PowerAttackDescription	Receba uma penalidade de -3 para acertar seu ataque para causar 3 + Bônus de Proficiência de dano extra ao acertar seus ataques com armas brancas.
Feature/&PowerAttackTitle	Ataque de poder
Feature/&PowerTorchbearerDescription	Tente incendiar um alvo corpo a corpo!
Feature/&PowerTorchbearerTitle	Portador da tocha
Feature/&RageDamageBonusAttackModifierDescription	Adicione +2 de dano aos seus ataques enquanto estiver em fúria.
Feature/&RageDamageBonusAttackModifierTitle	Dano de raiva
Feature/&RageFeatConditionDescription	Enquanto estiver em fúria, você ganha o seguinte: Vantagem em testes de Força e testes de resistência de Força, um bônus nas jogadas de dano de +2 e resistência a dano de concussão, perfurante e cortante.
Feature/&RageFeatConditionTitle	Furioso
Feature/&RagePowerDescription	Como uma ação bônus, você entra em fúria por um minuto e ganha o seguinte: Vantagem em testes de Força e testes de resistência de Força, um bônus nas jogadas de dano de +2 e resistência a dano de concussão, perfurante e cortante.
Feature/&RagePowerTitle	Fúria
Feature/&RageStrengthSavingThrowAffinityDescription	Você obtém vantagem em salvamentos de Força enquanto estiver em fúria.
Feature/&RageStrengthSavingThrowAffinityTitle	Vantagem de salvamento de Força de Fúria
Power/&HelpActionDescription	Você pode ajudar uma criatura amiga a atacar uma criatura a até 1,5 metro de você. Você finta, distrai o alvo ou de alguma outra forma se une para tornar o ataque do seu aliado mais eficaz. Se seu aliado atacar o alvo antes do seu próximo turno, a primeira jogada de ataque é feita com vantagem.
Power/&HelpActionTitle	Ajuda
Reaction/&SubitemSelectWarcasterReactionTitle	Selecionar ação
Reaction/&WarcasterAttackDescription	Alvo de ataque.
Reaction/&WarcasterAttackTitle	Ataque
Reaction/&WarcasterReactionDescription	{0} está saindo de uma área ameaçada por um ou mais personagens.
Reaction/&WarcasterReactionReactDescription	Use a reação para atacar o alvo.
Reaction/&WarcasterReactionReactTitle	Ataque
Reaction/&WarcasterReactionTitle	Ataque de oportunidade
Tooltip/&DeadeyeConcentration	Desabilitar Olho Morto.
Tooltip/&FeatPrerequisiteDoesNotHaveFightingStyle	Não sabe {0}
Tooltip/&FeatPrerequisiteHasStealthAttack	Tem ataque furtivo
Tooltip/&FeatPrerequisiteIsNotBarbarian	Não é um bárbaro
Tooltip/&FeatPrerequisiteIsNotFighter	Não é um lutador
Tooltip/&FeatPrerequisiteIsNotRogue	Não é um vagabundo
Tooltip/&FeatPrerequisiteLevelFormat	Nível mínimo de caractere {0}
Tooltip/&PowerAttackConcentration	Desative o Ataque Poderoso.
