Condition/&ConditionDualFlurryApplyDescription	Vous créez une dynamique...
Feat/&PowerMistyStepFromFeatTitle	Étape brumeuse
Feat/&PowerShadowTouchedFromFeatDescription	Apprenez à lancer les sorts d'invisibilité, de fausse vie et d'infliger des blessures.
Feat/&PowerShadowTouchedFromFeatTitle	L'ombre touchée
Feat/&ProfChefTreatActionDescription	Mangez une friandise en tant qu'action bonus et gagnez 5 points de vie temporaires.
Feat/&ProfChefTreatActionTitle	Mangez la friandise du chef
Feat/&ProfChefTreatCookDescription	Passez une heure à cuisiner des friandises qui, une fois consommées, fournissent 5 points de vie temporaires.
Feat/&ProfChefTreatCookTitle	Cuisiner le régal du chef
Feat/&ProfChefTreatDescription	Mangez en tant qu'action bonus et gagnez 5 points de vie temporaires.
Feat/&ProfChefTreatTitle	Le régal du chef
Feat/&ProfHealerMedicineDescription	Vous acquérez des compétences en médecine, ou une expertise si vous êtes déjà compétent.
Feat/&ProfHealerMedicineTitle	Connaissance de la médecine
Feat/&ProtectorConstructAttackDescription	La construction protectrice effectue une attaque qui inflige 1d10 dégâts de force.
Feat/&ProtectorConstructAttackTitle	Forcer la déchirure
Feat/&ProtectorConstructDescription	Il est amical avec vous et vos compagnons, et il obéit à vos ordres.
Feat/&ProtectorConstructDescription_5	Amélioration de la construction du protecteur.
Feat/&ProtectorConstructTitle	Construction protectrice
Feat/&ProtectorConstructTitle_5	Amélioration de la construction du protecteur
Feat/&RecklessFuryFeatDescription	Vous gagnez la capacité d'entrer en rage pendant une minute une fois par jour sans aucune restriction d'armure.\nVous pouvez attaquer imprudemment, en prenant l'avantage sur vos attaques de mêlée tout en donnant l'avantage à vos attaquants jusqu'au début de votre prochain tour.
Feat/&RecklessFuryFeatTitle	Fureur téméraire
Feat/&RetributionDescription	La construction inflige 1d4 + votre modificateur d'Intelligence de dégâts de force à l'attaquant lorsqu'il est touché par une attaque.
Feat/&RetributionTitle	Châtiment
Feat/&SelfDestructDescription	Autodestruction et force un jet de sauvegarde de Dextérité pour les créatures à moins de 3 mètres. En cas d'échec, inflige 3d8 dégâts de force.
Feat/&SelfDestructTitle	Auto-destruction
Feat/&SelfRepairDescription	Soignez 2d8 PV, 3 fois par jour.
Feat/&SelfRepairTitle	Auto-réparation
Feat/&SubclassMovementDescription	L'armure lourde n'a pas de condition de Force.
Feat/&SubclassMovementTitle	Immunité aux armures lourdes
Feat/&SubclassProficienciesDescription	Vous maîtrisez les outils de forgeron et les armures lourdes.
Feat/&SubclassProficienciesTitle	Compétences de sous-classe
Feat/&SummonArtificialServantDescription	Le serviteur est amical avec vous et vos compagnons, et il obéit à vos ordres.
Feat/&SummonArtificialServantTitle	Invoquer un serviteur artificiel
Feat/&ThunderShieldDescription	Le bouclier défensif fournit des PV temporaires égaux à votre niveau. Peut être utilisé 6 fois par repos long.
Feat/&ThunderShieldTitle	Bouclier de tonnerre
Feat/&TorchbearerDescription	Vous êtes habile dans l'utilisation d'une torche au combat. Une fois par tour, par une action bonus, vous pouvez choisir d'utiliser une source de lumière que vous avez équipée pour tenter d'incendier un ennemi que vous pouvez toucher. Votre cible doit réussir un jet de sauvegarde de Dextérité (DD 8 + votre bonus de maîtrise + votre modificateur de Dextérité) ou subir 1d4 dégâts de feu par tour pendant 1 minute ou jusqu'à son extinction.
Feat/&TorchbearerTitle	Porte-flambeau
Feat/&UseArmorWeaponsAsFocusDescription	Vous pouvez utiliser les armes de l'armure comme focalisateur de sorts pour vos sorts.
Feat/&UseArmorWeaponsAsFocusTitle	Focus sur les sorts
Feat/&UsingitemPowerDescription	Permet d'utiliser la puissance de l'arme lors d'une action bonus.
Feat/&UsingitemPowerTitle	Utiliser la puissance des armes
Feature/&AdditionalActionDualFlurryDescription	Vous pouvez effectuer une attaque secondaire supplémentaire.
Feature/&AdditionalActionDualFlurryTitle	Double rafale !
Feature/&AdditionalDamageFeatShadySneakAttackDescription	Une fois par tour, vous pouvez infliger 1d6 dégâts supplémentaires à une créature que vous touchez avec une attaque qui répond à l'attaque sournoise de Rogue. Au niveau 7, ces dégâts passent à 2d6 et au niveau 14 à 3d6. Cela peut se cumuler avec l'attaque sournoise de Rogue.
Feature/&AdditionalDamageFeatShadySneakAttackTitle	Attaque sournoise ombragée
Feature/&DeadeyeDescription	Attaquer à longue distance n'impose pas de désavantage à vos jets d'attaque avec une arme à distance. Vos armes à distance ignorent la demi couverture et les trois quarts de couverture. Vous pouvez choisir de prendre un bonus de malus de -5 à votre coup afin d'infliger un bonus de dégâts de +10.
Feature/&DeadeyeTitle	Deadeye
Feature/&DualFlurryDescription	Vous êtes un maître du combat avec des armes jumelées. À chaque tour où vous frappez deux fois avec des attaques de mêlée tout en brandissant une arme dans chaque main, vous pouvez effectuer une attaque secondaire supplémentaire.
Feature/&DualFlurryTitle	Double rafale
Feature/&PowerAttackDescription	Prenez une pénalité de -3 pour toucher votre attaque pour infliger 3 + bonus de dégâts supplémentaires lorsque vous frappez avec des armes de mêlée.
Feature/&PowerAttackTitle	Attaque puissante
Feature/&PowerTorchbearerDescription	Essayez de mettre le feu à une cible de mêlée !
Feature/&PowerTorchbearerTitle	Porte-flambeau
Feature/&RageDamageBonusAttackModifierDescription	Ajoute +2 dégâts à vos attaques pendant que vous êtes en rage.
Feature/&RageDamageBonusAttackModifierTitle	Dégâts de rage
Feature/&RageFeatConditionDescription	Lorsque vous êtes en rage, vous gagnez les avantages suivants : un avantage aux tests de Force et aux jets de sauvegarde de Force, un bonus de +2 aux jets de dégâts et une résistance aux dégâts contondants, perforants et tranchants.
Feature/&RageFeatConditionTitle	Rage
Feature/&RagePowerDescription	En tant qu'action bonus, vous entrez en rage pendant une minute et gagnez : un avantage aux tests de Force et aux jets de sauvegarde de Force, un bonus aux jets de dégâts de +2 et une résistance aux dégâts contondants, perforants et tranchants.
Feature/&RagePowerTitle	Rage
Feature/&RageStrengthSavingThrowAffinityDescription	Vous bénéficiez d'un avantage sur les sauvegardes de Force lorsque vous êtes en rage.
Feature/&RageStrengthSavingThrowAffinityTitle	Avantage de sauvegarde de Force de rage
Power/&HelpActionDescription	Vous pouvez aider une créature alliée à attaquer une créature à 1,50 mètre ou moins de vous. Vous feignez, distrayez la cible ou faites équipe d'une autre manière pour rendre l'attaque de votre allié plus efficace. Si votre allié attaque la cible avant votre prochain tour, le premier jet d'attaque est effectué avec avantage.
Power/&HelpActionTitle	Aider
Reaction/&SubitemSelectWarcasterReactionTitle	Sélectionnez l'action
Reaction/&WarcasterAttackDescription	Cible d'attaque.
Reaction/&WarcasterAttackTitle	Attaque
Reaction/&WarcasterReactionDescription	{0} quitte une zone menacée par un ou plusieurs personnages.
Reaction/&WarcasterReactionReactDescription	Utilisez la réaction pour attaquer la cible.
Reaction/&WarcasterReactionReactTitle	Attaque
Reaction/&WarcasterReactionTitle	Attaque d'opportunité
Tooltip/&DeadeyeConcentration	Désactivez Deadeye.
Tooltip/&FeatPrerequisiteDoesNotHaveFightingStyle	Ne sait pas {0}
Tooltip/&FeatPrerequisiteHasStealthAttack	A une attaque furtive
Tooltip/&FeatPrerequisiteIsNotBarbarian	n'est pas un barbare
Tooltip/&FeatPrerequisiteIsNotFighter	N'est pas un combattant
Tooltip/&FeatPrerequisiteIsNotRogue	N'est-ce pas un voleur
Tooltip/&FeatPrerequisiteLevelFormat	Niveau de personnage minimum {0}
Tooltip/&PowerAttackConcentration	Désactivez l'attaque puissante.
