ATTACKER SENSE,ATTACKER LIGHT,DEFENDER SENSE,DEFENDER LIGHT,ATTACK MODIFIER
TRUE SIGHT,DIM,BLIND SIGHT,UNLIT,DISADVANTAGE
TRUE SIGHT,DIM,BLIND SIGHT,DARKNESS,NONE
TRUE SIGHT,DIM,TREMOR SENSE,BRIGHT,NONE
TRUE SIGHT,DIM,TREMOR SENSE,DIM,NONE
TRUE SIGHT,DIM,TREMOR SENSE,UNLIT,DISADVANTAGE
TRUE SIGHT,DIM,TREMOR SENSE,DARKNESS,NONE
TRUE SIGHT,DIM,DETECT INVISIBILITY,BRIGHT,NONE
TRUE SIGHT,DIM,DETECT INVISIBILITY,DIM,NONE
TRUE SIGHT,DIM,DETECT INVISIBILITY,UNLIT,NONE
TRUE SIGHT,DIM,DETECT INVISIBILITY,DARKNESS,NONE
TRUE SIGHT,UNLIT,NORMAL,BRIGHT,NONE
TRUE SIGHT,UNLIT,NORMAL,DIM,NONE
TRUE SIGHT,UNLIT,NORMAL,UNLIT,NONE
TRUE SIGHT,UNLIT,NORMAL,DARKNESS,NONE
TRUE SIGHT,UNLIT,DARKVISION,BRIGHT,NONE
TRUE SIGHT,UNLIT,DARKVISION,DIM,NONE
TRUE SIGHT,UNLIT,DARKVISION,UNLIT,NONE
TRUE SIGHT,UNLIT,DARKVISION,DARKNESS,NONE
TRUE SIGHT,UNLIT,SUPERIOR DARKVISION,BRIGHT,NONE
TRUE SIGHT,UNLIT,SUPERIOR DARKVISION,DIM,NONE
TRUE SIGHT,UNLIT,SUPERIOR DARKVISION,UNLIT,NONE
TRUE SIGHT,UNLIT,SUPERIOR DARKVISION,DARKNESS,NONE
TRUE SIGHT,UNLIT,TRUE SIGHT,BRIGHT,NONE
TRUE SIGHT,UNLIT,TRUE SIGHT,DIM,NONE
TRUE SIGHT,UNLIT,TRUE SIGHT,UNLIT,NONE
TRUE SIGHT,UNLIT,TRUE SIGHT,DARKNESS,NONE
TRUE SIGHT,UNLIT,BLIND SIGHT,BRIGHT,DISADVANTAGE
TRUE SIGHT,UNLIT,BLIND SIGHT,DIM,DISADVANTAGE
TRUE SIGHT,UNLIT,BLIND SIGHT,UNLIT,DISADVANTAGE
TRUE SIGHT,UNLIT,BLIND SIGHT,DARKNESS,DISADVANTAGE
TRUE SIGHT,UNLIT,TREMOR SENSE,BRIGHT,DISADVANTAGE
TRUE SIGHT,UNLIT,TREMOR SENSE,DIM,DISADVANTAGE
TRUE SIGHT,UNLIT,TREMOR SENSE,UNLIT,DISADVANTAGE
TRUE SIGHT,UNLIT,TREMOR SENSE,DARKNESS,DISADVANTAGE
TRUE SIGHT,UNLIT,DETECT INVISIBILITY,BRIGHT,NONE
TRUE SIGHT,UNLIT,DETECT INVISIBILITY,DIM,NONE
TRUE SIGHT,UNLIT,DETECT INVISIBILITY,UNLIT,NONE
TRUE SIGHT,UNLIT,DETECT INVISIBILITY,DARKNESS,NONE
TRUE SIGHT,DARKNESS,NORMAL,BRIGHT,ADVANTAGE
TRUE SIGHT,DARKNESS,NORMAL,DIM,ADVANTAGE
TRUE SIGHT,DARKNESS,NORMAL,UNLIT,NONE
TRUE SIGHT,DARKNESS,NORMAL,DARKNESS,NONE
TRUE SIGHT,DARKNESS,DARKVISION,BRIGHT,NONE
TRUE SIGHT,DARKNESS,DARKVISION,DIM,NONE
TRUE SIGHT,DARKNESS,DARKVISION,UNLIT,NONE
TRUE SIGHT,DARKNESS,DARKVISION,DARKNESS,NONE
TRUE SIGHT,DARKNESS,SUPERIOR DARKVISION,BRIGHT,NONE
TRUE SIGHT,DARKNESS,SUPERIOR DARKVISION,DIM,NONE
TRUE SIGHT,DARKNESS,SUPERIOR DARKVISION,UNLIT,NONE
TRUE SIGHT,DARKNESS,SUPERIOR DARKVISION,DARKNESS,NONE
TRUE SIGHT,DARKNESS,TRUE SIGHT,BRIGHT,NONE
TRUE SIGHT,DARKNESS,TRUE SIGHT,DIM,NONE
TRUE SIGHT,DARKNESS,TRUE SIGHT,UNLIT,NONE
TRUE SIGHT,DARKNESS,TRUE SIGHT,DARKNESS,NONE
TRUE SIGHT,DARKNESS,BLIND SIGHT,BRIGHT,NONE
TRUE SIGHT,DARKNESS,BLIND SIGHT,DIM,NONE
TRUE SIGHT,DARKNESS,BLIND SIGHT,UNLIT,DISADVANTAGE
TRUE SIGHT,DARKNESS,BLIND SIGHT,DARKNESS,NONE
TRUE SIGHT,DARKNESS,TREMOR SENSE,BRIGHT,NONE
TRUE SIGHT,DARKNESS,TREMOR SENSE,DIM,NONE
TRUE SIGHT,DARKNESS,TREMOR SENSE,UNLIT,DISADVANTAGE
TRUE SIGHT,DARKNESS,TREMOR SENSE,DARKNESS,NONE
TRUE SIGHT,DARKNESS,DETECT INVISIBILITY,BRIGHT,ADVANTAGE
TRUE SIGHT,DARKNESS,DETECT INVISIBILITY,DIM,ADVANTAGE
TRUE SIGHT,DARKNESS,DETECT INVISIBILITY,UNLIT,NONE
TRUE SIGHT,DARKNESS,DETECT INVISIBILITY,DARKNESS,ADVANTAGE
BLIND SIGHT,BRIGHT,NORMAL,BRIGHT,NONE
BLIND SIGHT,BRIGHT,NORMAL,DIM,NONE
BLIND SIGHT,BRIGHT,NORMAL,UNLIT,ADVANTAGE
BLIND SIGHT,BRIGHT,NORMAL,DARKNESS,NONE
BLIND SIGHT,BRIGHT,DARKVISION,BRIGHT,NONE
BLIND SIGHT,BRIGHT,DARKVISION,DIM,NONE
BLIND SIGHT,BRIGHT,DARKVISION,UNLIT,ADVANTAGE
BLIND SIGHT,BRIGHT,DARKVISION,DARKNESS,NONE
BLIND SIGHT,BRIGHT,SUPERIOR DARKVISION,BRIGHT,NONE
BLIND SIGHT,BRIGHT,SUPERIOR DARKVISION,DIM,NONE
BLIND SIGHT,BRIGHT,SUPERIOR DARKVISION,UNLIT,ADVANTAGE
BLIND SIGHT,BRIGHT,SUPERIOR DARKVISION,DARKNESS,NONE
BLIND SIGHT,BRIGHT,TRUE SIGHT,BRIGHT,NONE
BLIND SIGHT,BRIGHT,TRUE SIGHT,DIM,NONE
BLIND SIGHT,BRIGHT,TRUE SIGHT,UNLIT,ADVANTAGE
BLIND SIGHT,BRIGHT,TRUE SIGHT,DARKNESS,NONE
BLIND SIGHT,BRIGHT,BLIND SIGHT,BRIGHT,NONE
BLIND SIGHT,BRIGHT,BLIND SIGHT,DIM,NONE
BLIND SIGHT,BRIGHT,BLIND SIGHT,UNLIT,NONE
BLIND SIGHT,BRIGHT,BLIND SIGHT,DARKNESS,NONE
BLIND SIGHT,BRIGHT,TREMOR SENSE,BRIGHT,NONE
BLIND SIGHT,BRIGHT,TREMOR SENSE,DIM,NONE
BLIND SIGHT,BRIGHT,TREMOR SENSE,UNLIT,NONE
BLIND SIGHT,BRIGHT,TREMOR SENSE,DARKNESS,NONE
BLIND SIGHT,BRIGHT,DETECT INVISIBILITY,BRIGHT,NONE
BLIND SIGHT,BRIGHT,DETECT INVISIBILITY,DIM,NONE
BLIND SIGHT,BRIGHT,DETECT INVISIBILITY,UNLIT,ADVANTAGE
BLIND SIGHT,BRIGHT,DETECT INVISIBILITY,DARKNESS,NONE
BLIND SIGHT,DIM,NORMAL,BRIGHT,NONE
BLIND SIGHT,DIM,NORMAL,DIM,NONE
BLIND SIGHT,DIM,NORMAL,UNLIT,ADVANTAGE
BLIND SIGHT,DIM,NORMAL,DARKNESS,NONE
BLIND SIGHT,DIM,DARKVISION,BRIGHT,NONE
BLIND SIGHT,DIM,DARKVISION,DIM,NONE
BLIND SIGHT,DIM,DARKVISION,UNLIT,ADVANTAGE
BLIND SIGHT,DIM,DARKVISION,DARKNESS,NONE
BLIND SIGHT,DIM,SUPERIOR DARKVISION,BRIGHT,NONE
BLIND SIGHT,DIM,SUPERIOR DARKVISION,DIM,NONE
BLIND SIGHT,DIM,SUPERIOR DARKVISION,UNLIT,ADVANTAGE
BLIND SIGHT,DIM,SUPERIOR DARKVISION,DARKNESS,NONE
BLIND SIGHT,DIM,TRUE SIGHT,BRIGHT,NONE
BLIND SIGHT,DIM,TRUE SIGHT,DIM,NONE
BLIND SIGHT,DIM,TRUE SIGHT,UNLIT,ADVANTAGE
BLIND SIGHT,DIM,TRUE SIGHT,DARKNESS,NONE
BLIND SIGHT,DIM,BLIND SIGHT,BRIGHT,NONE
BLIND SIGHT,DIM,BLIND SIGHT,DIM,NONE
BLIND SIGHT,DIM,BLIND SIGHT,UNLIT,NONE
BLIND SIGHT,DIM,BLIND SIGHT,DARKNESS,NONE
BLIND SIGHT,DIM,TREMOR SENSE,BRIGHT,NONE
BLIND SIGHT,DIM,TREMOR SENSE,DIM,NONE
BLIND SIGHT,DIM,TREMOR SENSE,UNLIT,NONE
BLIND SIGHT,DIM,TREMOR SENSE,DARKNESS,NONE
BLIND SIGHT,DIM,DETECT INVISIBILITY,BRIGHT,NONE
BLIND SIGHT,DIM,DETECT INVISIBILITY,DIM,NONE
BLIND SIGHT,DIM,DETECT INVISIBILITY,UNLIT,ADVANTAGE
BLIND SIGHT,DIM,DETECT INVISIBILITY,DARKNESS,NONE
BLIND SIGHT,UNLIT,NORMAL,BRIGHT,ADVANTAGE
BLIND SIGHT,UNLIT,NORMAL,DIM,ADVANTAGE
BLIND SIGHT,UNLIT,NORMAL,UNLIT,ADVANTAGE
BLIND SIGHT,UNLIT,NORMAL,DARKNESS,ADVANTAGE
BLIND SIGHT,UNLIT,DARKVISION,BRIGHT,ADVANTAGE
BLIND SIGHT,UNLIT,DARKVISION,DIM,ADVANTAGE
BLIND SIGHT,UNLIT,DARKVISION,UNLIT,ADVANTAGE
BLIND SIGHT,UNLIT,DARKVISION,DARKNESS,ADVANTAGE
BLIND SIGHT,UNLIT,SUPERIOR DARKVISION,BRIGHT,ADVANTAGE
BLIND SIGHT,UNLIT,SUPERIOR DARKVISION,DIM,ADVANTAGE
BLIND SIGHT,UNLIT,SUPERIOR DARKVISION,UNLIT,ADVANTAGE
BLIND SIGHT,UNLIT,SUPERIOR DARKVISION,DARKNESS,ADVANTAGE
BLIND SIGHT,UNLIT,TRUE SIGHT,BRIGHT,ADVANTAGE
BLIND SIGHT,UNLIT,TRUE SIGHT,DIM,ADVANTAGE
BLIND SIGHT,UNLIT,TRUE SIGHT,UNLIT,ADVANTAGE
BLIND SIGHT,UNLIT,TRUE SIGHT,DARKNESS,ADVANTAGE
BLIND SIGHT,UNLIT,BLIND SIGHT,BRIGHT,NONE
BLIND SIGHT,UNLIT,BLIND SIGHT,DIM,NONE
BLIND SIGHT,UNLIT,BLIND SIGHT,UNLIT,NONE
BLIND SIGHT,UNLIT,BLIND SIGHT,DARKNESS,NONE
BLIND SIGHT,UNLIT,TREMOR SENSE,BRIGHT,NONE
BLIND SIGHT,UNLIT,TREMOR SENSE,DIM,NONE
BLIND SIGHT,UNLIT,TREMOR SENSE,UNLIT,NONE
BLIND SIGHT,UNLIT,TREMOR SENSE,DARKNESS,NONE
BLIND SIGHT,UNLIT,DETECT INVISIBILITY,BRIGHT,ADVANTAGE
BLIND SIGHT,UNLIT,DETECT INVISIBILITY,DIM,ADVANTAGE
BLIND SIGHT,UNLIT,DETECT INVISIBILITY,UNLIT,ADVANTAGE
BLIND SIGHT,UNLIT,DETECT INVISIBILITY,DARKNESS,ADVANTAGE
BLIND SIGHT,DARKNESS,NORMAL,BRIGHT,ADVANTAGE
BLIND SIGHT,DARKNESS,NORMAL,DIM,ADVANTAGE
BLIND SIGHT,DARKNESS,NORMAL,UNLIT,ADVANTAGE
BLIND SIGHT,DARKNESS,NORMAL,DARKNESS,ADVANTAGE
BLIND SIGHT,DARKNESS,DARKVISION,BRIGHT,NONE
BLIND SIGHT,DARKNESS,DARKVISION,DIM,NONE
BLIND SIGHT,DARKNESS,DARKVISION,UNLIT,ADVANTAGE
BLIND SIGHT,DARKNESS,DARKVISION,DARKNESS,NONE
BLIND SIGHT,DARKNESS,SUPERIOR DARKVISION,BRIGHT,NONE
BLIND SIGHT,DARKNESS,SUPERIOR DARKVISION,DIM,NONE
BLIND SIGHT,DARKNESS,SUPERIOR DARKVISION,UNLIT,ADVANTAGE
BLIND SIGHT,DARKNESS,SUPERIOR DARKVISION,DARKNESS,NONE
BLIND SIGHT,DARKNESS,TRUE SIGHT,BRIGHT,NONE
BLIND SIGHT,DARKNESS,TRUE SIGHT,DIM,NONE
BLIND SIGHT,DARKNESS,TRUE SIGHT,UNLIT,ADVANTAGE
BLIND SIGHT,DARKNESS,TRUE SIGHT,DARKNESS,NONE
BLIND SIGHT,DARKNESS,BLIND SIGHT,BRIGHT,NONE
BLIND SIGHT,DARKNESS,BLIND SIGHT,DIM,NONE
BLIND SIGHT,DARKNESS,BLIND SIGHT,UNLIT,NONE
BLIND SIGHT,DARKNESS,BLIND SIGHT,DARKNESS,NONE
BLIND SIGHT,DARKNESS,TREMOR SENSE,BRIGHT,NONE
BLIND SIGHT,DARKNESS,TREMOR SENSE,DIM,NONE
BLIND SIGHT,DARKNESS,TREMOR SENSE,UNLIT,NONE
BLIND SIGHT,DARKNESS,TREMOR SENSE,DARKNESS,NONE
BLIND SIGHT,DARKNESS,DETECT INVISIBILITY,BRIGHT,ADVANTAGE
BLIND SIGHT,DARKNESS,DETECT INVISIBILITY,DIM,ADVANTAGE
BLIND SIGHT,DARKNESS,DETECT INVISIBILITY,UNLIT,ADVANTAGE
BLIND SIGHT,DARKNESS,DETECT INVISIBILITY,DARKNESS,ADVANTAGE
TREMOR SENSE,BRIGHT,NORMAL,BRIGHT,NONE
TREMOR SENSE,BRIGHT,NORMAL,DIM,NONE
TREMOR SENSE,BRIGHT,NORMAL,UNLIT,ADVANTAGE
TREMOR SENSE,BRIGHT,NORMAL,DARKNESS,NONE
TREMOR SENSE,BRIGHT,DARKVISION,BRIGHT,NONE
TREMOR SENSE,BRIGHT,DARKVISION,DIM,NONE
TREMOR SENSE,BRIGHT,DARKVISION,UNLIT,ADVANTAGE
TREMOR SENSE,BRIGHT,DARKVISION,DARKNESS,NONE
TREMOR SENSE,BRIGHT,SUPERIOR DARKVISION,BRIGHT,NONE
TREMOR SENSE,BRIGHT,SUPERIOR DARKVISION,DIM,NONE
TREMOR SENSE,BRIGHT,SUPERIOR DARKVISION,UNLIT,ADVANTAGE
TREMOR SENSE,BRIGHT,SUPERIOR DARKVISION,DARKNESS,NONE
TREMOR SENSE,BRIGHT,TRUE SIGHT,BRIGHT,NONE
TREMOR SENSE,BRIGHT,TRUE SIGHT,DIM,NONE
TREMOR SENSE,BRIGHT,TRUE SIGHT,UNLIT,ADVANTAGE
TREMOR SENSE,BRIGHT,TRUE SIGHT,DARKNESS,NONE
TREMOR SENSE,BRIGHT,BLIND SIGHT,BRIGHT,NONE
TREMOR SENSE,BRIGHT,BLIND SIGHT,DIM,NONE
TREMOR SENSE,BRIGHT,BLIND SIGHT,UNLIT,NONE
TREMOR SENSE,BRIGHT,BLIND SIGHT,DARKNESS,NONE
TREMOR SENSE,BRIGHT,TREMOR SENSE,BRIGHT,NONE
TREMOR SENSE,BRIGHT,TREMOR SENSE,DIM,NONE
TREMOR SENSE,BRIGHT,TREMOR SENSE,UNLIT,NONE
TREMOR SENSE,BRIGHT,TREMOR SENSE,DARKNESS,NONE
TREMOR SENSE,BRIGHT,DETECT INVISIBILITY,BRIGHT,NONE
TREMOR SENSE,BRIGHT,DETECT INVISIBILITY,DIM,NONE
TREMOR SENSE,BRIGHT,DETECT INVISIBILITY,UNLIT,ADVANTAGE
TREMOR SENSE,BRIGHT,DETECT INVISIBILITY,DARKNESS,NONE
TREMOR SENSE,DIM,NORMAL,BRIGHT,NONE
TREMOR SENSE,DIM,NORMAL,DIM,NONE
TREMOR SENSE,DIM,NORMAL,UNLIT,ADVANTAGE
TREMOR SENSE,DIM,NORMAL,DARKNESS,NONE
TREMOR SENSE,DIM,DARKVISION,BRIGHT,NONE
TREMOR SENSE,DIM,DARKVISION,DIM,NONE
TREMOR SENSE,DIM,DARKVISION,UNLIT,ADVANTAGE
TREMOR SENSE,DIM,DARKVISION,DARKNESS,NONE
TREMOR SENSE,DIM,SUPERIOR DARKVISION,BRIGHT,NONE
TREMOR SENSE,DIM,SUPERIOR DARKVISION,DIM,NONE
TREMOR SENSE,DIM,SUPERIOR DARKVISION,UNLIT,ADVANTAGE
TREMOR SENSE,DIM,SUPERIOR DARKVISION,DARKNESS,NONE
TREMOR SENSE,DIM,TRUE SIGHT,BRIGHT,NONE
TREMOR SENSE,DIM,TRUE SIGHT,DIM,NONE
TREMOR SENSE,DIM,TRUE SIGHT,UNLIT,ADVANTAGE
TREMOR SENSE,DIM,TRUE SIGHT,DARKNESS,NONE
TREMOR SENSE,DIM,BLIND SIGHT,BRIGHT,NONE
TREMOR SENSE,DIM,BLIND SIGHT,DIM,NONE
TREMOR SENSE,DIM,BLIND SIGHT,UNLIT,NONE
TREMOR SENSE,DIM,BLIND SIGHT,DARKNESS,NONE
TREMOR SENSE,DIM,TREMOR SENSE,BRIGHT,NONE
TREMOR SENSE,DIM,TREMOR SENSE,DIM,NONE
TREMOR SENSE,DIM,TREMOR SENSE,UNLIT,NONE
TREMOR SENSE,DIM,TREMOR SENSE,DARKNESS,NONE
TREMOR SENSE,DIM,DETECT INVISIBILITY,BRIGHT,NONE
TREMOR SENSE,DIM,DETECT INVISIBILITY,DIM,NONE
TREMOR SENSE,DIM,DETECT INVISIBILITY,UNLIT,ADVANTAGE
TREMOR SENSE,DIM,DETECT INVISIBILITY,DARKNESS,NONE
TREMOR SENSE,UNLIT,NORMAL,BRIGHT,ADVANTAGE
TREMOR SENSE,UNLIT,NORMAL,DIM,ADVANTAGE
TREMOR SENSE,UNLIT,NORMAL,UNLIT,ADVANTAGE
TREMOR SENSE,UNLIT,NORMAL,DARKNESS,ADVANTAGE
TREMOR SENSE,UNLIT,DARKVISION,BRIGHT,ADVANTAGE
TREMOR SENSE,UNLIT,DARKVISION,DIM,ADVANTAGE
TREMOR SENSE,UNLIT,DARKVISION,UNLIT,ADVANTAGE
TREMOR SENSE,UNLIT,DARKVISION,DARKNESS,ADVANTAGE
TREMOR SENSE,UNLIT,SUPERIOR DARKVISION,BRIGHT,ADVANTAGE
TREMOR SENSE,UNLIT,SUPERIOR DARKVISION,DIM,ADVANTAGE
TREMOR SENSE,UNLIT,SUPERIOR DARKVISION,UNLIT,ADVANTAGE
TREMOR SENSE,UNLIT,SUPERIOR DARKVISION,DARKNESS,ADVANTAGE
TREMOR SENSE,UNLIT,TRUE SIGHT,BRIGHT,ADVANTAGE
TREMOR SENSE,UNLIT,TRUE SIGHT,DIM,ADVANTAGE
TREMOR SENSE,UNLIT,TRUE SIGHT,UNLIT,ADVANTAGE
TREMOR SENSE,UNLIT,TRUE SIGHT,DARKNESS,ADVANTAGE
TREMOR SENSE,UNLIT,BLIND SIGHT,BRIGHT,NONE
TREMOR SENSE,UNLIT,BLIND SIGHT,DIM,NONE
TREMOR SENSE,UNLIT,BLIND SIGHT,UNLIT,NONE
TREMOR SENSE,UNLIT,BLIND SIGHT,DARKNESS,NONE
TREMOR SENSE,UNLIT,TREMOR SENSE,BRIGHT,NONE
TREMOR SENSE,UNLIT,TREMOR SENSE,DIM,NONE
TREMOR SENSE,UNLIT,TREMOR SENSE,UNLIT,NONE
TREMOR SENSE,UNLIT,TREMOR SENSE,DARKNESS,NONE
TREMOR SENSE,UNLIT,DETECT INVISIBILITY,BRIGHT,ADVANTAGE
TREMOR SENSE,UNLIT,DETECT INVISIBILITY,DIM,ADVANTAGE
TREMOR SENSE,UNLIT,DETECT INVISIBILITY,UNLIT,ADVANTAGE
TREMOR SENSE,UNLIT,DETECT INVISIBILITY,DARKNESS,ADVANTAGE
TREMOR SENSE,DARKNESS,NORMAL,BRIGHT,ADVANTAGE
TREMOR SENSE,DARKNESS,NORMAL,DIM,ADVANTAGE
TREMOR SENSE,DARKNESS,NORMAL,UNLIT,ADVANTAGE
TREMOR SENSE,DARKNESS,NORMAL,DARKNESS,ADVANTAGE
TREMOR SENSE,DARKNESS,DARKVISION,BRIGHT,NONE
TREMOR SENSE,DARKNESS,DARKVISION,DIM,NONE
TREMOR SENSE,DARKNESS,DARKVISION,UNLIT,ADVANTAGE
TREMOR SENSE,DARKNESS,DARKVISION,DARKNESS,NONE
TREMOR SENSE,DARKNESS,SUPERIOR DARKVISION,BRIGHT,NONE
TREMOR SENSE,DARKNESS,SUPERIOR DARKVISION,DIM,NONE
TREMOR SENSE,DARKNESS,SUPERIOR DARKVISION,UNLIT,ADVANTAGE
TREMOR SENSE,DARKNESS,SUPERIOR DARKVISION,DARKNESS,NONE
TREMOR SENSE,DARKNESS,TRUE SIGHT,BRIGHT,NONE
TREMOR SENSE,DARKNESS,TRUE SIGHT,DIM,NONE
TREMOR SENSE,DARKNESS,TRUE SIGHT,UNLIT,ADVANTAGE
TREMOR SENSE,DARKNESS,TRUE SIGHT,DARKNESS,NONE
TREMOR SENSE,DARKNESS,BLIND SIGHT,BRIGHT,NONE
TREMOR SENSE,DARKNESS,BLIND SIGHT,DIM,NONE
TREMOR SENSE,DARKNESS,BLIND SIGHT,UNLIT,NONE
TREMOR SENSE,DARKNESS,BLIND SIGHT,DARKNESS,NONE
TREMOR SENSE,DARKNESS,TREMOR SENSE,BRIGHT,NONE
TREMOR SENSE,DARKNESS,TREMOR SENSE,DIM,NONE
TREMOR SENSE,DARKNESS,TREMOR SENSE,UNLIT,NONE
TREMOR SENSE,DARKNESS,TREMOR SENSE,DARKNESS,NONE
TREMOR SENSE,DARKNESS,DETECT INVISIBILITY,BRIGHT,ADVANTAGE
TREMOR SENSE,DARKNESS,DETECT INVISIBILITY,DIM,ADVANTAGE
TREMOR SENSE,DARKNESS,DETECT INVISIBILITY,UNLIT,ADVANTAGE
TREMOR SENSE,DARKNESS,DETECT INVISIBILITY,DARKNESS,ADVANTAGE
