Name	Type	DatabaseType	GUID
DamageAffinityStoneskinSlashing	FeatureDefinitionDamageAffinity	FeatureDefinition	a8cfc2501e6e75645a0304bd64afcfd3
DamageAffinityThunderImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	5835d7e62c97afc4eaeae24ed7873d58
DamageAffinityThunderResistance	FeatureDefinitionDamageAffinity	FeatureDefinition	510045c677352854ca27ebea37c85d02
DamageAffinityThunderVulnerability	FeatureDefinitionDamageAffinity	FeatureDefinition	34c11328ff4efcb4480be632c698caa2
DamageAffinityWerewolf_BludgeoningImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	e98060886b8773640ac96c045d340ca5
DamageAffinityWerewolf_PiercingImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	3b03b8436c544a24b9cf7b1d4009642c
DamageAffinityWerewolf_SlashingImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	cddf58860c4906e448a2c6c59dd4503d
DamageAffinityWightLord_NecroticImmunity	FeatureDefinitionDamageAffinity	FeatureDefinition	0e10ee5d46a9c5b4fb64fcfa18256a2b
DeathSavingThrowAffinityBeaconOfHope	FeatureDefinitionDeathSavingThrowAffinity	FeatureDefinition	082130537655d7447865f52e8c19d5b1
DeathSavingThrowAffinityFeatHardToKill	FeatureDefinitionDeathSavingThrowAffinity	FeatureDefinition	0640a21e593d1bc4c920290304ab2279
DeathSavingThrowAffinityGateKeeper	FeatureDefinitionDeathSavingThrowAffinity	FeatureDefinition	5a3b2bfa746462d45be5c3a6296b0dab
Deprecated_PowerTraditionFreedomSwirlingDance	FeatureDefinitionPower	FeatureDefinition	a510122d268195a40b70be0993b260bc
DieRollModifierBardHeroismBolsterMorale	FeatureDefinitionDieRollModifier	FeatureDefinition	751a9f30199343e49a731bac80573ffd
DieRollModifierBardTraditionAuraOfPreeminence	FeatureDefinitionDieRollModifier	FeatureDefinition	0d14b755141f7d64fb6c1492bbc7471e
DieRollModifierCaerLemMonsterInitiativeFirst	FeatureDefinitionDieRollModifier	FeatureDefinition	1bbe0e6e42b118340aba030655b3057d
DieRollModifierConditionBardicInspiration	FeatureDefinitionDieRollModifier	FeatureDefinition	1add07f663e241b4ba8a471c6d934ba6
DieRollModifierConditionManacalonsPerfection	FeatureDefinitionDieRollModifier	FeatureDefinition	5fbfb88afe366ac4ebe5cc7e145b5cc9
DieRollModifierElderMonsterInitiativeFirst	FeatureDefinitionDieRollModifier	FeatureDefinition	437940bf6660ca942a4fe03dc9ce7b1b
DieRollModifierEmpoweredSpell	FeatureDefinitionDieRollModifier	FeatureDefinition	4f1ded0678f0d6e4eb6f1ed237699a99
DieRollModifierFightingStyleGreatWeapon	FeatureDefinitionDieRollModifier	FeatureDefinition	3ae18874ff75d95478c32afeb9ca144e
DieRollModifierHalfingLucky	FeatureDefinitionDieRollModifier	FeatureDefinition	8b06899d2a893244fabe45430b25530d
DieRollModifierHyeronimusAttackRollCritical	FeatureDefinitionDieRollModifier	FeatureDefinition	a64e3a101d38aaa49bb928ed62102b69
DieRollModifierPlayerInitiativeFirstHyeronimus	FeatureDefinitionDieRollModifier	FeatureDefinition	3b793ff41b3302c41adfbe00e38686d4
DieRollModifierPOIMiners_InitiativeFirst	FeatureDefinitionDieRollModifier	FeatureDefinition	deaff76beeb6e6a4cb422fbd4a58c1ea
DieRollModifierRogueReliableTalent	FeatureDefinitionDieRollModifier	FeatureDefinition	dd6638327b8ec1f4e9355d56f8b59f28
DieRollModifierTraditionShockArcanistArcaneWarfare	FeatureDefinitionDieRollModifier	FeatureDefinition	2123bba6eb04ad841b5321f52d783811
DieRollModifierTraditionShockArcanistGreaterArcaneShock	FeatureDefinitionDieRollModifier	FeatureDefinition	01624d8e359771840beeb6b6ec99307c
DieRollModifierTutorialLiamAttackRollDisadvantage	FeatureDefinitionDieRollModifier	FeatureDefinition	c2bcde0bd84e68448b6bbb4a402e426e
DieRollModifierTutorialPlayerAbilityCheckAdvantage	FeatureDefinitionDieRollModifier	FeatureDefinition	65e164f6574b33f4091403fe81bcfdca
DieRollModifierTutorialPlayerAttackRollAdvantage	FeatureDefinitionDieRollModifier	FeatureDefinition	2e39f23650060634d8808c300ddc5fd0
DieRollModifierTutorialPlayerAttackRollCritical	FeatureDefinitionDieRollModifier	FeatureDefinition	43b7ad96a66f46646a2c4b2024273763
DieRollModifierTutorialPlayerInitiativeFirst	FeatureDefinitionDieRollModifier	FeatureDefinition	4d4d730b1894fc44e929ed09b9b51b96
DieRollModifierTutorialWolfAbilityCheckPenalty	FeatureDefinitionDieRollModifier	FeatureDefinition	1f630a96cceeff74f88b61d945708a60
DieRollModifierTutorialWolfAlphaAttack	FeatureDefinitionDieRollModifier	FeatureDefinition	3adf62ec481df34419e1745d04f024ec
DieRollModifierTutorialWolfAlphaDamage	FeatureDefinitionDieRollModifier	FeatureDefinition	d1951c6545c4cb34ebcc0109f2651856
DieRollModifierTutorialWolfDamagePenalty	FeatureDefinitionDieRollModifier	FeatureDefinition	34d7d2db741a2e641a78c4db00ce7bed
DieRollModifierTutorialWolfInitiativeLast	FeatureDefinitionDieRollModifier	FeatureDefinition	6530e24d46c6e004295a08fb56c9a760
DieRollModifierTutorialWolfSavingThrowAndAttackRollPenalty	FeatureDefinitionDieRollModifier	FeatureDefinition	474bf6afc5d2be046a0156354e72156b
EquipmentAffinityBullsStrength	FeatureDefinitionEquipmentAffinity	FeatureDefinition	3ddaa7e3fc93a2a439269c22a9a9cd33
EquipmentAffinityFeatHauler	FeatureDefinitionEquipmentAffinity	FeatureDefinition	402bfd137c189124e8a6fe41af316308
FactionAffinityAntiquarians	FeatureDefinitionFactionAffinity	FeatureDefinition	c32fe5a697f0a4a4b9790d01eaece3e8
FactionAffinityTowerOfKnowledge	FeatureDefinitionFactionAffinity	FeatureDefinition	b920145ce5806b1409090f0433e40c4d
FactionChangeConditionCharmedByAnimalFriendship	FeatureDefinitionFactionChange	FeatureDefinition	a16ccb0137b44604aac482654c40611e
FactionChangeConditionCharmedByCaster	FeatureDefinitionFactionChange	FeatureDefinition	ecdb296a421d38a419c857de7bb52152
FactionChangeConditionMindControlledByCaster	FeatureDefinitionFactionChange	FeatureDefinition	0f0177cb13831b54fa8b2a21d336b6d8
FactionChangeConditionMindDominatedByCaster	FeatureDefinitionFactionChange	FeatureDefinition	18485780fa658b047a44a8857f4c5274
FactionChangeDebugSpawnGuest	FeatureDefinitionFactionChange	FeatureDefinition	d635503a637180c4c9f0bb5a4ee98cfb
FactionChangeWildShape	FeatureDefinitionFactionChange	FeatureDefinition	9b2536cc6022fc747aa5f0c4a175c6fb
FeatureSetAbilityScoreChoice	FeatureDefinitionFeatureSet	FeatureDefinition	0f791ae5a6ffdc742be023184a115e1d
FeatureSetAllLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	ea2afb0e3cb5c9642b624d7bd4a436c9
FeatureSetAllLanguagesButCode	FeatureDefinitionFeatureSet	FeatureDefinition	5de26378a8298b04e86f2b017358f9ed
FeatureSetBarbarianBrutalCritical	FeatureDefinitionFeatureSet	FeatureDefinition	68ca9ba692b10644497e4f04781dc0de
FeatureSetBarbarianRage	FeatureDefinitionFeatureSet	FeatureDefinition	441371b715de6db4b9813628803d7fa6
FeatureSetBardFontOfInspiration_Obsolete	FeatureDefinitionFeatureSet	FeatureDefinition	d4b20063e6e067c4f9688380d7555ae6
FeatureSetBardicInspiration	FeatureDefinitionFeatureSet	FeatureDefinition	06e2b36a863298547af3116f9bec50b6
FeatureSetBardJackOfAllTrades	FeatureDefinitionFeatureSet	FeatureDefinition	897b529caf664ca4593f4dfe2c0bb463
FeatureSetBardRitualCasting	FeatureDefinitionFeatureSet	FeatureDefinition	4fc0f3ab8b68e4c46b034e88031fa28f
FeatureSetBootsOfTheSteadyFighter	FeatureDefinitionFeatureSet	FeatureDefinition	a80e5c65219ffe947bf562befeb917ad
FeatureSetChampionRemarkableAthlete	FeatureDefinitionFeatureSet	FeatureDefinition	51427fc1ded4fe14fac8457df1dee9ed
FeatureSetCircleLandCircleSpells	FeatureDefinitionFeatureSet	FeatureDefinition	dbb8786ead66ae848bb8315bf04bf9cd
FeatureSetCircleLandLandsStride	FeatureDefinitionFeatureSet	FeatureDefinition	fa722d8d4ce783941a25840b04fa990e
FeatureSetCircleLandNaturesWard	FeatureDefinitionFeatureSet	FeatureDefinition	0355dd29eeae17a4e8b685f83166c928
FeatureSetClericRitualCasting	FeatureDefinitionFeatureSet	FeatureDefinition	b5f687fa97a0be94a95197f0929ee304
FeatureSetCommanderCoordinatedDefense	FeatureDefinitionFeatureSet	FeatureDefinition	604760b88b0f1474a9d9495a3a8d0d67
FeatureSetDomainInsightDivineLore	FeatureDefinitionFeatureSet	FeatureDefinition	efc24872d78b34c418368e1e46dac6a5
FeatureSetDomainLawCommandingPresence	FeatureDefinitionFeatureSet	FeatureDefinition	b3e77cd19c947d64e980c0adff724b2d
FeatureSetDomainLawUnyieldingEnforcer	FeatureDefinitionFeatureSet	FeatureDefinition	877d7444fad748343be83f208ea292bb
FeatureSetDragonbornAbilityScoreIncrease	FeatureDefinitionFeatureSet	FeatureDefinition	37525dab947d10d4c9fe04f61c9d6835
FeatureSetDragonbornBreathWeapon	FeatureDefinitionFeatureSet	FeatureDefinition	74b1863afca4985418a4b258f1c2736c
FeatureSetDragonbornDraconicChoice	FeatureDefinitionFeatureSet	FeatureDefinition	3e7d09f7510221a47b8cd7f74fb06d89
FeatureSetDruidRitualCasting	FeatureDefinitionFeatureSet	FeatureDefinition	16a0bc81771c47447ba8f59113b082eb
FeatureSetElfFeyAncestry	FeatureDefinitionFeatureSet	FeatureDefinition	c123d2bc2667e7641a5b5bc9fdd94512
FeatureSetElfHighLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	752c07b8faab19c43af3b28543d9f15d
FeatureSetElfSylvanLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	01dc3c08b4f35e647a5593d87623f040
FeatureSetGnomeRockTinker	FeatureDefinitionFeatureSet	FeatureDefinition	2487a51a800e67942a78a6fc2e189e22
FeatureSetGreenmageWardenOfTheForest	FeatureDefinitionFeatureSet	FeatureDefinition	35a05f7d212f7c24cb9dc108b3e2a9e0
FeatureSetHalfElfAbilityScoreIncrease	FeatureDefinitionFeatureSet	FeatureDefinition	38424c7fca90b024cb6fb8355d62b61d
FeatureSetHalfElfLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	3219c863ddf6e214dafa891d17e97375
FeatureSetHalflingIslandLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	619ddc92dc3043142be08e25640a2396
FeatureSetHalflingMarshLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	5c6b5b13bc2694647b4f31784481f089
FeatureSetHalfOrcAbilityScoreIncrease	FeatureDefinitionFeatureSet	FeatureDefinition	8c8136a6d48e5604c8ef003e500d1e0d
FeatureSetHumanAbilityScoreChoice	FeatureDefinitionFeatureSet	FeatureDefinition	cf917e96ff1449641a5fc53d18ede7b8
FeatureSetHumanAbilityScoreIncreaseAdvanced	FeatureDefinitionFeatureSet	FeatureDefinition	f7e9682734a0c9547963a3aa9ccb15c2
FeatureSetHumanLanguages	FeatureDefinitionFeatureSet	FeatureDefinition	6e66fbb7e912e664db535ce59f1f12be
FeatureSetHunterDefensiveTactics	FeatureDefinitionFeatureSet	FeatureDefinition	a69230cbeba48e145b2d5f1dfe84af63
FeatureSetHunterHuntersPrey	FeatureDefinitionFeatureSet	FeatureDefinition	3ea5b9dedb33e7f44939a9e8692cecb4
FeatureSetInvocationBookAncientSecrets	FeatureDefinitionFeatureSet	FeatureDefinition	8a6a3f4acf1441542a1da6b5ba3296af
FeatureSetInvocationDevilsSight	FeatureDefinitionFeatureSet	FeatureDefinition	4a16f4feac646014697996c87ff47be8
FeatureSetInvocationWitchSight	FeatureDefinitionFeatureSet	FeatureDefinition	b8caaab6bade758478d2e7d843e96918
FeatureSetKindredSpiritBond	FeatureDefinitionFeatureSet	FeatureDefinition	09a4626f1b957284bb1e8bcc40917b3e
FeatureSetKindredSpiritCall	FeatureDefinitionFeatureSet	FeatureDefinition	27924be768b10fd468075820a1ad3caa
FeatureSetKindredSpiritChoice	FeatureDefinitionFeatureSet	FeatureDefinition	91b02b6c3f9c3ed468e1b76d8abe69a4
FeatureSetKindredSpiritMagicalSpirit	FeatureDefinitionFeatureSet	FeatureDefinition	e7278c8fe46f88442948432753587154
FeatureSetKindredSpiritRage	FeatureDefinitionFeatureSet	FeatureDefinition	0a3eeacda2e5a5748b6cf5279f8c87d5
FeatureSetKindredSpiritSharedPain	FeatureDefinitionFeatureSet	FeatureDefinition	7d1ea347e3c86c24db9960e7e83f9e46
FeatureSetLoreMasterArcaneLore	FeatureDefinitionFeatureSet	FeatureDefinition	f606ed750f58826489c15b0b017b0ad6
FeatureSetLoreMasterArcaneProfessor	FeatureDefinitionFeatureSet	FeatureDefinition	1e552ba89c578154c98fc3aa0a59683e
FeatureSetLoremasterKeenMind	FeatureDefinitionFeatureSet	FeatureDefinition	53667750483570c44ac42764a06616f8
FeatureSetMonkDeflectMissiles	FeatureDefinitionFeatureSet	FeatureDefinition	6deed565f540c8b49919c8174b99a558
FeatureSetMonkDiamondSoul	FeatureDefinitionFeatureSet	FeatureDefinition	7f224f602693b2b46ad8e2ab4f7c5bbf
FeatureSetMonkFlurryOfBlows	FeatureDefinitionFeatureSet	FeatureDefinition	48a146e4b2069e14b82d8f51355fded3
FeatureSetMonkPurityOfBody	FeatureDefinitionFeatureSet	FeatureDefinition	d63581eaca948bc4491d28122a2331ef
FeatureSetMonkStepOfTheWind	FeatureDefinitionFeatureSet	FeatureDefinition	8b9db5a4bcf83264d83077da21292574
FeatureSetMonkStillnessOfMind	FeatureDefinitionFeatureSet	FeatureDefinition	65e2445644ce7474f85f72ae48aabe7e
FeatureSetMonkTimelessBody	FeatureDefinitionFeatureSet	FeatureDefinition	0f7d15738d407dc48a70f7d1fd16c270
FeatureSetMonkTongueSunMoon	FeatureDefinitionFeatureSet	FeatureDefinition	5390b4425bb270347928e971d49aabcd
FeatureSetOathOfMotherlandHeartOfLava	FeatureDefinitionFeatureSet	FeatureDefinition	0991f4538cc2eaa478b9bb3885e8b4f2
FeatureSetPactBlade	FeatureDefinitionFeatureSet	FeatureDefinition	a29909bbaef089a4392c12fdee2db8fc
FeatureSetPactChain	FeatureDefinitionFeatureSet	FeatureDefinition	101749129eb42a74583471b1f8dc44b7
FeatureSetPactSelection	FeatureDefinitionFeatureSet	FeatureDefinition	963a6bb7e0f97a041a0cbef786b2c8f6
FeatureSetPactTome	FeatureDefinitionFeatureSet	FeatureDefinition	8b33a6d5c658687478e1fdd190df8fa6
FeatureSetPathClawDragonAncestry	FeatureDefinitionFeatureSet	FeatureDefinition	90f10b630b8c8db409564b37d68644fe
FeatureSetPathClawDragonScales	FeatureDefinitionFeatureSet	FeatureDefinition	c4cc44cdd757285459755bbcac460e14
FeatureSetPatronFiendFiendishResilience	FeatureDefinitionFeatureSet	FeatureDefinition	eeed9ff39c80f704dbd5fe2891a5f749
FeatureSetPatronTreeBlessingOfTheTree	FeatureDefinitionFeatureSet	FeatureDefinition	dbdd584d428a5cd44b5a1d1e7e348c0e
FeatureSetPatronTreeOneWithTheTree	FeatureDefinitionFeatureSet	FeatureDefinition	c2039b5d2ea4fff438319c0ff81f1415
FeatureSetRangerHunterMultiAttackChoice	FeatureDefinitionFeatureSet	FeatureDefinition	dd8c548e778c525489ecf9f01e9d7949
FeatureSetRangerHunterSuperiorHuntersDefenseChoice	FeatureDefinitionFeatureSet	FeatureDefinition	77c666af9821d354d9e46109b7fda344
FeatureSetRoguishHoodlumTheRightTools	FeatureDefinitionFeatureSet	FeatureDefinition	73765278e9574854e9c60b85c94e22f8
FeatureSetShadowTamerDarkSlayer	FeatureDefinitionFeatureSet	FeatureDefinition	c1c96f0fa8eab884bbcdecc603d8f573
FeatureSetShadowTamerKnowDarkness	FeatureDefinitionFeatureSet	FeatureDefinition	b09848b9f5aac9640857de648e0e530c
FeatureSetShadowy	FeatureDefinitionFeatureSet	FeatureDefinition	53243a12e36f5e04fa491e330d77c29d
FeatureSetSorcererChildRiftRiftwalk	FeatureDefinitionFeatureSet	FeatureDefinition	b2b4c6d6f29f65b47b7d3c9bd4d2f217
FeatureSetSorcererDraconicChoice	FeatureDefinitionFeatureSet	FeatureDefinition	d0daeacd6d9590f439f4c1f6b9894bc7
FeatureSetSorcererDraconicDragonWings	FeatureDefinitionFeatureSet	FeatureDefinition	838847a9d4199fb419c1f34212f93af9
FeatureSetSorcererDraconicResilience	FeatureDefinitionFeatureSet	FeatureDefinition	04335a9aa58b1064eb0b95ae7ae8506c
FeatureSetSorcererFlexibleCasting	FeatureDefinitionFeatureSet	FeatureDefinition	42cb790f216dcc64091346e6e9ad37e1
FeatureSetSpellCrusher	FeatureDefinitionFeatureSet	FeatureDefinition	88f95bbcfe6ad18429e38e32da0d1835
FeatureSetTieflingHellishResistance	FeatureDefinitionFeatureSet	FeatureDefinition	ad681cc5b1544ab4e930bfc412e104c5
FeatureSetTraditionCourtMageAlwaysPrepared	FeatureDefinitionFeatureSet	FeatureDefinition	25374fc677439c2409d0569eee4efb23
FeatureSetTraditionFreedomSwiftSteps	FeatureDefinitionFeatureSet	FeatureDefinition	27feffb3d8d87f140a0eb8c2aa2cdc7f
FeatureSetTraditionFreedomUnendingStrikes	FeatureDefinitionFeatureSet	FeatureDefinition	75621e0ac0b5df846bf3e27a3510ad3d
FeatureSetTraditionLightRadiantStrikes	FeatureDefinitionFeatureSet	FeatureDefinition	84b72e1454f1b12429624101a56a3d26
FeatureSetTraditionOpenHandOpenHandTechnique	FeatureDefinitionFeatureSet	FeatureDefinition	db88aed3dee5ffe4e9b33183b8b4179d
FeatureSetTraditionSurvivalDefensiveStance	FeatureDefinitionFeatureSet	FeatureDefinition	6b0e1c5ca5c0b4b44a17be1fbd323cc6
FeatureSetTraditionSurvivalUnbreakableBody	FeatureDefinitionFeatureSet	FeatureDefinition	6b76747dd2edaa2469255be85e51b9d6
FeatureSetUndeadFeatures	FeatureDefinitionFeatureSet	FeatureDefinition	8592d3b6e3b8c674e9076802bd971e08
FeatureSetWindUnfettered	FeatureDefinitionFeatureSet	FeatureDefinition	7f788cdb537fac24da5935626c968a09
FeatureSetWizardRitualCasting	FeatureDefinitionFeatureSet	FeatureDefinition	bab38716f7cc9824bb498156b661422f
FightingStyleChampionAdditional	FeatureDefinitionFightingStyleChoice	FeatureDefinition	c0050d22dd09eb84b80bb9bce244fe85
FightingStyleFighter	FeatureDefinitionFightingStyleChoice	FeatureDefinition	6dbf5f5ab0a6aaf48b194920f879f04c
FightingStylePaladin	FeatureDefinitionFightingStyleChoice	FeatureDefinition	93cbf0034d6b3da4eac581661b797154
FightingStyleRanger	FeatureDefinitionFightingStyleChoice	FeatureDefinition	4dea04184c64bb44bba73da4e1b77705
HealingModifierBeaconOfHope	FeatureDefinitionHealingModifier	FeatureDefinition	587a2c865f95e274c82289616b368765
HealingModifierChilledByTouch	FeatureDefinitionHealingModifier	FeatureDefinition	3ae4d007e0b9e314ab90c7099b6ecd5e
HealingModifierCircleBalanceGiftOfLife	FeatureDefinitionHealingModifier	FeatureDefinition	f864f2400a8405743b079771c0f33ac1
HealingModifierDomainLifeBlessedHealer	FeatureDefinitionHealingModifier	FeatureDefinition	0e9d5efbae84d7a478f498ce72f9b726
HealingModifierDomainLifeDiscipleOfLife	FeatureDefinitionHealingModifier	FeatureDefinition	01c167967680875469f909ff492ad5ff
HealingModifierFeatMender	FeatureDefinitionHealingModifier	FeatureDefinition	bd6f482007142e84b81ccce5a2dfbe42
HealingModifierFeatRobust	FeatureDefinitionHealingModifier	FeatureDefinition	646397db89a168f45b824195a3e5c1fe
HealingModifierKindredSpiritBond	FeatureDefinitionHealingModifier	FeatureDefinition	a99536e1627d9ec42a076a5603795c89
HealingModifierKindredSpiritMagicalSpirit	FeatureDefinitionHealingModifier	FeatureDefinition	ec91e81346228284f9106f0127331899
HealingModifierNegativeEnergy	FeatureDefinitionHealingModifier	FeatureDefinition	dcd7e5a0744ef854ebd8da6e3f8f95ba
LightAffinity_ApostleOfDarkness	FeatureDefinitionLightAffinity	FeatureDefinition	2be19cead003d1143baa1255e1456240
LightAffinity_ApostleOfDarkness_Assassin	FeatureDefinitionLightAffinity	FeatureDefinition	ae7d9a6613552df43a67f52070a806c8
LightAffinity_ChildOfDarkness	FeatureDefinitionLightAffinity	FeatureDefinition	2141077e64521c640a9a42e4398aea75
LightAffinity_ChildOfDarknessSaboteur	FeatureDefinitionLightAffinity	FeatureDefinition	39f638b577396194a829708a4e7418b6
LightAffinity_Defiler_Darkness	FeatureDefinitionLightAffinity	FeatureDefinition	902accce294ba2f46a32c6dd76296eff
LightAffinity_DemonGeneral	FeatureDefinitionLightAffinity	FeatureDefinition	5e7b8cc1efb2b78409be2ec7d95aa6c5
LightAffinity_ProphetOfDarkness	FeatureDefinitionLightAffinity	FeatureDefinition	813c82cc3248f6042bc7475f59839840
LightAffinity_ProphetOfDarkness_Shikkath	FeatureDefinitionLightAffinity	FeatureDefinition	5d10af3718f93c840ba03065b00a1e79
LightAffinityHypersensitivity	FeatureDefinitionLightAffinity	FeatureDefinition	cad5a138934aad54885b54000570b74d
LightAffinityInvocationOneWithShadows	FeatureDefinitionLightAffinity	FeatureDefinition	15563443479575b47b16ed69b99324f0
LightAffinityLightSensitivity	FeatureDefinitionLightAffinity	FeatureDefinition	736fe1855ea505349ae72578eea585f1
LightAffinityLightSensitivityImmunitySaboteur	FeatureDefinitionLightAffinity	FeatureDefinition	9a07ce680fea1164aa56371290777eda
LightSourceFireElemental	FeatureDefinitionLightSource	FeatureDefinition	47375c71428eb8d408e4b3acdc7b6777
MagicAffinityAdditionalSpellSlot1	FeatureDefinitionMagicAffinity	FeatureDefinition	b6026a11243d6e44c92642da4b3ff44a
MagicAffinityAdditionalSpellSlot2	FeatureDefinitionMagicAffinity	FeatureDefinition	92322fe1929331846bccc1341e708ef0
MagicAffinityAdditionalSpellSlot3	FeatureDefinitionMagicAffinity	FeatureDefinition	fc7e8317e9dcafd44a07c8712d77d31d
MagicAffinityAdditionalSpellSlot4	FeatureDefinitionMagicAffinity	FeatureDefinition	0beab9f2ef8336c478c84971a3b11c49
MagicAffinityAdditionalSpellSlot5	FeatureDefinitionMagicAffinity	FeatureDefinition	d6628a2424e787f47992a6d345573f07
MagicAffinityAnnoyedByBee	FeatureDefinitionMagicAffinity	FeatureDefinition	792da45b5ca416e43a8c531b554ac3e4
MagicAffinityArcaneAppraiser	FeatureDefinitionMagicAffinity	FeatureDefinition	55202c453bea5bf44b5c359092b33b01
MagicAffinityBardRitualCasting	FeatureDefinitionMagicAffinity	FeatureDefinition	31b9d3a9e9b726e469e1e53164fbabd5
MagicAffinityBattleMagic	FeatureDefinitionMagicAffinity	FeatureDefinition	daf4e911e0bf3d74ebabeebfe28fcfe5
MagicAffinityCantConcentrate	FeatureDefinitionMagicAffinity	FeatureDefinition	054b51a209a98f340ae1e96dc75b7079
MagicAffinityCantUseMagic	FeatureDefinitionMagicAffinity	FeatureDefinition	792ff9dc179fb3243aa3755e823917a5
MagicAffinityChainsCarceriImmunity	FeatureDefinitionMagicAffinity	FeatureDefinition	55f86928645b8284aac3765173858d2d
MagicAffinityChitinousBoonAdditionalSpellSlot	FeatureDefinitionMagicAffinity	FeatureDefinition	173a617f7bacda346abcec147f1a5a60
MagicAffinityCircleBalanceSurvivalOfTheWisest	FeatureDefinitionMagicAffinity	FeatureDefinition	068bc85a6756d03498fb8e6b37ab3752
MagicAffinityCircleLandLandsStride	FeatureDefinitionMagicAffinity	FeatureDefinition	0185a04e6c3449c41b2de851bf045cf5
MagicAffinityClericRitualCasting	FeatureDefinitionMagicAffinity	FeatureDefinition	1c0b3c1fa82f308489cb593d01f8cc49
MagicAffinityCollegeLorePeerlessSkill	FeatureDefinitionMagicAffinity	FeatureDefinition	849a64faba69a1145800d3e1aae4fc65
MagicAffinityCombatCasting	FeatureDefinitionMagicAffinity	FeatureDefinition	100a9cc70c87eef4b9b01b364a465c55
MagicAffinityConditionBranded	FeatureDefinitionMagicAffinity	FeatureDefinition	53f9596d300d0ca4687d0ee3f9b953d8
MagicAffinityConditionFlying	FeatureDefinitionMagicAffinity	FeatureDefinition	c7178572da6151f47873739b8c52b558
MagicAffinityConditionImmuneToShine	FeatureDefinitionMagicAffinity	FeatureDefinition	aba30aa5368daef44aa55ef9bc994557
MagicAffinityConditionRaging	FeatureDefinitionMagicAffinity	FeatureDefinition	bf6f7195545e4c545b9d58caa6b64052
MagicAffinityConditionShielded	FeatureDefinitionMagicAffinity	FeatureDefinition	d693eed024ffd63478a2c67a97d769e5
MagicAffinityConditionSlowed	FeatureDefinitionMagicAffinity	FeatureDefinition	a7aa6ece8c46e3040a1ed2a9486f8141
MagicAffinityCourtMageCounterspellMastery	FeatureDefinitionMagicAffinity	FeatureDefinition	b726588257d3ccb4892d2b58f49c414f
MagicAffinityDemonGreaseNightHunt	FeatureDefinitionMagicAffinity	FeatureDefinition	b809e2f09938c2846add3f76a7c2e253
MagicAffinityDistracted	FeatureDefinitionMagicAffinity	FeatureDefinition	0e932ee8eaee17146a0780baff019c24
MagicAffinityDomainLawForceOfLawImposeDisadvantage	FeatureDefinitionMagicAffinity	FeatureDefinition	0d4012a9c0b8f02458f6a40ac12b207e
MagicAffinityDomainSunHolyRadiance	FeatureDefinitionMagicAffinity	FeatureDefinition	b0094c1bcb334ed419e5df62c6df9a50
MagicAffinityDruidRitualCasting	FeatureDefinitionMagicAffinity	FeatureDefinition	a7c814007c90a684fb996bd3ff794861
MagicAffinityEvocationPowerfulCantrip	FeatureDefinitionMagicAffinity	FeatureDefinition	37f5e8421e390ec40904f644d4f007bd
MagicAffinityFeatFlawlessConcentration	FeatureDefinitionMagicAffinity	FeatureDefinition	75bf6b2ab20de7640986f271f39b52c5
MagicAffinityFeatMasterAlchemist	FeatureDefinitionMagicAffinity	FeatureDefinition	09cb1dc75f1ee3c48bd4f57f61d42cc1
MagicAffinityFeatPowerfulCantrip	FeatureDefinitionMagicAffinity	FeatureDefinition	a7ca2ca0b42382f46974ada7469d78f8
MagicAffinityGreenmageGreenMagicList	FeatureDefinitionMagicAffinity	FeatureDefinition	4ee834ee27aa1114c90b130662a2fffe
MagicAffinityInvocationBookAncientSecrets	FeatureDefinitionMagicAffinity	FeatureDefinition	be1b3bfbeac33f34cb0bc1ad132ac17e
MagicAffinityInvocationWitchSight	FeatureDefinitionMagicAffinity	FeatureDefinition	347a65930c3be4346a720cd5e108a67c
MagicAffinityLoreMasterArcaneLore	FeatureDefinitionMagicAffinity	FeatureDefinition	565d0577890364e4693c78de2eb7f9a8
MagicAffinityLoreMasterArcaneProfessor	FeatureDefinitionMagicAffinity	FeatureDefinition	b068d0d0148b1ff4fbc19378774ea96c
MagicAffinityLoremasterKeenMindScribing	FeatureDefinitionMagicAffinity	FeatureDefinition	91a24e5f9cc752d47b18b38674228010
MagicAffinityLoreMasterSpellAcademic	FeatureDefinitionMagicAffinity	FeatureDefinition	c620fe1e18059f8488e69ed34bbc3de2
MagicAffinityPatronFiendExpandedSpells	FeatureDefinitionMagicAffinity	FeatureDefinition	6dfd0abf997e04644a037f47803a638e
MagicAffinityPatronHiveExpandedSpells	FeatureDefinitionMagicAffinity	FeatureDefinition	0846f5bde11cad94d9c54ea59a187699
MagicAffinityPatronTimekeeperExpandedSpells	FeatureDefinitionMagicAffinity	FeatureDefinition	65acd034e72f4dc4581537aa3b914ab1
MagicAffinityPatronTreeExpandedSpells	FeatureDefinitionMagicAffinity	FeatureDefinition	4de13a437cf7c1d4fb88bdedc018eeb8
