ActivatorButton~Catacombs~MOD	Title='Button Activator <color=yellow>Catacombs</color>'.
Carpet_F~TownInterior~MOD	Title='Carpet <color=yellow>Town Interiors</color>'.
Cart_A~LavaCaves~MOD	Title='Cart <color=yellow>Lava Caves</color>'.
Cart_A~Town~MOD	Title='Cart <color=yellow>Town</color>'.
Cart_A~WoodLand~MOD	Title='Cart <color=yellow>Woodland</color>'.
Cart_B~LavaCaves~MOD	Title='Cart <color=yellow>Lava Caves</color>'.
Cart_B~Town~MOD	Title='Cart <color=yellow>Town</color>'.
Cart_B~WoodLand~MOD	Title='Cart <color=yellow>Woodland</color>'.
Cart_C~Town~MOD	Title='Cart <color=yellow>Town</color>'.
Cart_C~WoodLand~MOD	Title='Cart <color=yellow>Woodland</color>'.
Castle_Fence_A~WoodLand~MOD	Title='Castle Wall <color=yellow>Woodland</color>'.
Castle_Fence_B~WoodLand~MOD	Title='Castle Wall <color=yellow>Woodland</color>'.
Castle_Fence_Filler~WoodLand~MOD	Title='Castle Inner Wall Filler <color=yellow>Woodland</color>'.
Castle_InnerDoor_A~WoodLand~MOD	Title='Castle Inner Wall Doorway <color=yellow>Woodland</color>'.
Castle_InnerDoor_B~WoodLand~MOD	Title='Castle Inner Wall Doorway <color=yellow>Woodland</color>'.
Castle_InnerDoor_C~WoodLand~MOD	Title='Castle Inner Wall Doorway <color=yellow>Woodland</color>'.
Castle_InnerObstacle_A~WoodLand~MOD	Title='Castle Inner Wall Obstacle <color=yellow>Woodland</color>'.
Castle_InnerObstacle_B~WoodLand~MOD	Title='Castle Inner Wall Obstacle <color=yellow>Woodland</color>'.
Castle_InnerObstacle_C~WoodLand~MOD	Title='Castle Inner Wall Obstacle <color=yellow>Woodland</color>'.
Castle_InnerObstacle_D~WoodLand~MOD	Title='Castle Inner Wall Obstacle <color=yellow>Woodland</color>'.
Castle_InnerWall_A~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_B~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_C~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_D~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_E~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_F~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_Filler~WoodLand~MOD	Title='Castle Inner Wall Filler <color=yellow>Woodland</color>'.
Castle_InnerWall_G~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_H~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_I~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_J~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_K~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_L~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_InnerWall_M~WoodLand~MOD	Title='Castle Inner Wall <color=yellow>Woodland</color>'.
Castle_Ladder~WoodLand~MOD	Title='Ladder <color=yellow>Woodland</color>'.
Castle_LadderSmall~WoodLand~MOD	Title='Ladder <color=yellow>Woodland</color>'.
Castle_Scaffolding~WoodLand~MOD	Title='Scaffoldings <color=yellow>Woodland</color>'.
Castle_Tower_A~WoodLand~MOD	Title='Castle Tower <color=yellow>Woodland</color>'.
Castle_Tower_B~WoodLand~MOD	Title='Castle Tower <color=yellow>Woodland</color>'.
Castle_Tower_C~WoodLand~MOD	Title='Castle Tower <color=yellow>Woodland</color>'.
Castle_Tower_D~WoodLand~MOD	Title='Castle Tower <color=yellow>Woodland</color>'.
Castle_Tower_E~WoodLand~MOD	Title='Castle Tower <color=yellow>Woodland</color>'.
Castle_Tower_F~WoodLand~MOD	Title='Castle Tower <color=yellow>Woodland</color>'.
Castle_Wall_A~WoodLand~MOD	Title='Castle Wall <color=yellow>Woodland</color>'.
Castle_Wall_B~WoodLand~MOD	Title='Castle Wall <color=yellow>Woodland</color>'.
Castle_Wall_C~WoodLand~MOD	Title='Castle Wall <color=yellow>Woodland</color>'.
Castle_Wall_D~WoodLand~MOD	Title='Castle Wall <color=yellow>Woodland</color>'.
CaveEntrance_A~WoodLand~MOD	Title='Cave entrance <color=yellow>Woodland</color>'.
CaveEntrance_B~WoodLand~MOD	Title='Cave entrance <color=yellow>Woodland</color>'.
Caves_InnerDoor_A~LavaCaves~MOD	Title='Free Wall - Doorway <color=yellow>Lava Caves</color>'.
Caves_SimpleDoor~LavaCaves~MOD	Title='Lava Caves Inner Wall Door <color=yellow>Lava Caves</color>'.
Cell_A~Sewers~MOD	Title='Cell <color=yellow>Sewers</color>'.
Cell_B~Sewers~MOD	Title='Cell <color=yellow>Sewers</color>'.
Cemetery_Pilar~Town~MOD	Title='Low Wall <color=yellow>Town</color>'.
Cemetery_Wall_A~Town~MOD	Title='Low Wall <color=yellow>Town</color>'.
Cemetery_Wall_B~Town~MOD	Title='Low Wall <color=yellow>Town</color>'.
Cemetery_Wall_C~Town~MOD	Title='Low Wall <color=yellow>Town</color>'.
Cemetery_Wall_D~Town~MOD	Title='Low Wall <color=yellow>Town</color>'.
Chain_A~ElvenPalace~MOD	Title='Chain <color=yellow>Elven Palace</color>'.
Chain_A~Necropolis~MOD	Title='Chain <color=yellow>Necropolis</color>'.
Chain_A~Stronghold~MOD	Title='Chain <color=yellow>Stronghold</color>'.
Chain_B~ElvenPalace~MOD	Title='Chain <color=yellow>Elven Palace</color>'.
Chain_B~Necropolis~MOD	Title='Chain <color=yellow>Necropolis</color>'.
Chain_B~Stronghold~MOD	Title='Chain <color=yellow>Stronghold</color>'.
Chair_A~Catacombs~MOD	Title='Chair <color=yellow>Catacombs</color>'.
Chair_A~ElvenPalace~MOD	Title='Chair <color=yellow>Elven Palace</color>'.
Chair_A~Sewers~MOD	Title='Chair <color=yellow>Sewers</color>'.
Chair_A~Stronghold~MOD	Title='Chair <color=yellow>Stronghold</color>'.
Chair_A~WoodLand~MOD	Title='Chair <color=yellow>Woodland</color>'.
Chair_B_Covered~Sewers~MOD	Title='Chair <color=yellow>Sewers</color>'.
Chair_B_Covered~Stronghold~MOD	Title='Chair <color=yellow>Stronghold</color>'.
Chair_B~ElvenPalace~MOD	Title='Chair <color=yellow>Elven Palace</color>'.
Chair_B~Stronghold~MOD	Title='Chair <color=yellow>Stronghold</color>'.
ChairTavern_A~TownInterior~MOD	Title='Chair <color=yellow>Town Interiors</color>'.
Clearing_Large_24C~WoodLand~MOD	Title='Large Clearing <color=yellow>Woodland</color>'.
Clearing_Small_12C~Jungle~MOD	Title='Small Clearing <color=yellow>Jungle</color>'.
Clearing_Small_12C~WoodLand~MOD	Title='Small Clearing <color=yellow>Woodland</color>'.
Cocoon_A~Catacombs~MOD	Title='Cocoon <color=yellow>Catacombs</color>'.
Cocoon_A~LavaCaves~MOD	Title='Cocoon <color=yellow>Lava Caves</color>'.
Cocoon_B~Catacombs~MOD	Title='Cocoon <color=yellow>Catacombs</color>'.
Cocoon_B~LavaCaves~MOD	Title='Cocoon <color=yellow>Lava Caves</color>'.
Column_A_Destroyed~Sewers~MOD	Title='Destroyed Column <color=yellow>Sewers</color>'.
Column_A_Lowground_Destroyed~Sewers~MOD	Title='Lowground Column <color=yellow>Sewers</color>'.
Column_A_Lowground~Sewers~MOD	Title='Lowground Column <color=yellow>Sewers</color>'.
Column_A~Catacombs~MOD	Title='Column A <color=yellow>Catacombs</color>'.
Column_A~ElvenPalace~MOD	Title='Column A <color=yellow>Elven Palace</color>'.
Column_A~Necropolis~MOD	Title='Column A <color=yellow>Necropolis</color>'.
Column_A~Sewers~MOD	Title='Column A <color=yellow>Sewers</color>'.
Column_A~Stronghold~MOD	Title='Column A <color=yellow>Stronghold</color>'.
Column_B~Catacombs~MOD	Title='Column B <color=yellow>Catacombs</color>'.
Column_B~ElvenPalace~MOD	Title='Column B <color=yellow>Elven Palace</color>'.
Column_B~Necropolis~MOD	Title='Column B <color=yellow>Necropolis</color>'.
Column_B~Stronghold~MOD	Title='Column B <color=yellow>Stronghold</color>'.
Column_C~Catacombs~MOD	Title='Column B <color=yellow>Catacombs</color>'.
Column_C~ElvenPalace~MOD	Title='Column B <color=yellow>Elven Palace</color>'.
Column_D~Catacombs~MOD	Title='Column <color=yellow>Catacombs</color>'.
Column_Pennant~Town~MOD	Title='Pennant <color=yellow>Town</color>'.
ConditionAbate	Title='Condition/&AbateTitle'.
ConditionAbate	Description='Condition/&AbateDescription'.
ConditionApathy	Title='Condition/&ApathyTitle'.
ConditionApathy	Description='Condition/&ApathyDescription'.
ConditionCharm	Title='Condition/&CharmTitle'.
ConditionCharm	Description='Condition/&CharmDescription'.
ConditionEvilEye	Title='Condition/&EvilEyeTitle'.
ConditionEvilEye	Description='Condition/&EvilEyeDescription'.
ConditionFrenzied	Description='Condition/&FrenziedDescription'.
ConditionPox	Title='Condition/&PoxTitle'.
ConditionPox	Description='Condition/&PoxDescription'.
ConditionRuin	Title='Condition/&RuinTitle'.
ConditionRuin	Description='Condition/&RuinDescription'.
CookingStuff_A~WoodLand~MOD	Title='Cooking pot <color=yellow>Woodland</color>'.
Corner_12C~Catacombs~MOD	Title='Corner <color=yellow>Catacombs</color>'.
Corner_12C~ElvenPalace~MOD	Title='Corner <color=yellow>Elven Palace</color>'.
Corner_12C~Necropolis~MOD	Title='Corner <color=yellow>Necropolis</color>'.
Corner_12C~Sewers~MOD	Title='Corner <color=yellow>Sewers</color>'.
Corner_12C~Stronghold~MOD	Title='Corner <color=yellow>Stronghold</color>'.
Corpse_A~Catacombs~MOD	Title='Corpse <color=yellow>Catacombs</color>'.
Corpse_A~LavaCaves~MOD	Title='Corpse <color=yellow>Lava Caves</color>'.
Corpse_A~Necropolis~MOD	Title='Corpse <color=yellow>Necropolis</color>'.
Corpse_A~Sewers~MOD	Title='Corpse <color=yellow>Sewers</color>'.
Corpse_A~Stronghold~MOD	Title='Corpse <color=yellow>Stronghold</color>'.
Corpse_A~Town~MOD	Title='Corpse <color=yellow>Town</color>'.
Corpse_A~TownInterior~MOD	Title='Corpse <color=yellow>Town Interiors</color>'.
Corpse_A~WoodLand~MOD	Title='Corpse <color=yellow>Woodland</color>'.
Corpse_B~Catacombs~MOD	Title='Corpse <color=yellow>Catacombs</color>'.
Corpse_B~LavaCaves~MOD	Title='Corpse <color=yellow>Lava Caves</color>'.
Corpse_B~Necropolis~MOD	Title='Corpse <color=yellow>Necropolis</color>'.
Corpse_B~Sewers~MOD	Title='Corpse <color=yellow>Sewers</color>'.
Corpse_B~Stronghold~MOD	Title='Corpse <color=yellow>Stronghold</color>'.
Corpse_B~Town~MOD	Title='Corpse <color=yellow>Town</color>'.
Corpse_B~TownInterior~MOD	Title='Corpse <color=yellow>Town Interiors</color>'.
Corpse_B~WoodLand~MOD	Title='Corpse <color=yellow>Woodland</color>'.
Corpse_C~LavaCaves~MOD	Title='Corpse <color=yellow>Lava Caves</color>'.
Corpse_Pile_A~Catacombs~MOD	Title='Corpse <color=yellow>Catacombs</color>'.
Corpse_Pile_A~ElvenPalace~MOD	Title='Corpse <color=yellow>Elven Palace</color>'.
Corpse_Pile_A~LavaCaves~MOD	Title='Corpse <color=yellow>Lava Caves</color>'.
Corpse_Pile_A~Necropolis~MOD	Title='Corpse <color=yellow>Necropolis</color>'.
Corpse_Pile_A~Sewers~MOD	Title='Corpse <color=yellow>Sewers</color>'.
Corpse_Pile_A~Stronghold~MOD	Title='Corpse <color=yellow>Stronghold</color>'.
Corpse_Pile_A~Town~MOD	Title='Corpse <color=yellow>Town</color>'.
Corpse_Pile_A~TownInterior~MOD	Title='Corpse <color=yellow>Town Interiors</color>'.
Corpse_Pile_A~WoodLand~MOD	Title='Corpse <color=yellow>Woodland</color>'.
Couch_A~ElvenPalace~MOD	Title='Couch <color=yellow>Elven Palace</color>'.
Couch_B~ElvenPalace~MOD	Title='Couch <color=yellow>Elven Palace</color>'.
Couch_C~ElvenPalace~MOD	Title='Couch <color=yellow>Elven Palace</color>'.
Couch_Corner_A~ElvenPalace~MOD	Title='Couch <color=yellow>Elven Palace</color>'.
Couch_Corner_B~ElvenPalace~MOD	Title='Couch <color=yellow>Elven Palace</color>'.
Crate_A~Catacombs~MOD	Title='Crate <color=yellow>Catacombs</color>'.
Crate_A~ElvenPalace~MOD	Title='Crate <color=yellow>Elven Palace</color>'.
Crate_A~LavaCaves~MOD	Title='Crate <color=yellow>Lava Caves</color>'.
Crate_A~Sewers~MOD	Title='Crate <color=yellow>Sewers</color>'.
Crate_A~Stronghold~MOD	Title='Crate <color=yellow>Stronghold</color>'.
Crate_A~Town~MOD	Title='Crate <color=yellow>Town</color>'.
Crate_A~WoodLand~MOD	Title='Crate <color=yellow>Woodland</color>'.
Crate_B~Catacombs~MOD	Title='Crate <color=yellow>Catacombs</color>'.
Crate_B~LavaCaves~MOD	Title='Crate <color=yellow>Lava Caves</color>'.
Crate_B~Sewers~MOD	Title='Crate <color=yellow>Sewers</color>'.
Crate_B~Stronghold~MOD	Title='Crate <color=yellow>Stronghold</color>'.
Crate_B~Town~MOD	Title='Crate <color=yellow>Town</color>'.
Crate_B~WoodLand~MOD	Title='Crate <color=yellow>Woodland</color>'.
Crate_C~Catacombs~MOD	Title='Crate <color=yellow>Catacombs</color>'.
Crate_C~LavaCaves~MOD	Title='Crate <color=yellow>Lava Caves</color>'.
Crate_C~Sewers~MOD	Title='Crate <color=yellow>Sewers</color>'.
Crate_C~Town~MOD	Title='Crate <color=yellow>Town</color>'.
Crate_C~WoodLand~MOD	Title='Crate <color=yellow>Woodland</color>'.
CrateStack_A~Catacombs~MOD	Title='Crate Stack <color=yellow>Catacombs</color>'.
CrateStack_A~ElvenPalace~MOD	Title='Crate Stack <color=yellow>Elven Palace</color>'.
CrateStack_A~LavaCaves~MOD	Title='Crate Stack <color=yellow>Lava Caves</color>'.
CrateStack_A~Sewers~MOD	Title='Crate Stack <color=yellow>Sewers</color>'.
CrateStack_A~Stronghold~MOD	Title='Crate Stack <color=yellow>Stronghold</color>'.
CrateStack_A~Town~MOD	Title='Crate Stack <color=yellow>Town</color>'.
CrateStack_A~TownInterior~MOD	Title='Crate Stack <color=yellow>Town Interiors</color>'.
CrateStack_A~WoodLand~MOD	Title='Crate Stack <color=yellow>Woodland</color>'.
CrateStack_B~Catacombs~MOD	Title='Crate Stack <color=yellow>Catacombs</color>'.
CrateStack_B~LavaCaves~MOD	Title='Crate Stack <color=yellow>Lava Caves</color>'.
CrateStack_B~Sewers~MOD	Title='Crate Stack <color=yellow>Sewers</color>'.
CrateStack_B~Stronghold~MOD	Title='Crate Stack <color=yellow>Stronghold</color>'.
CrateStack_B~Town~MOD	Title='Crate Stack <color=yellow>Town</color>'.
CrateStack_B~TownInterior~MOD	Title='Crate Stack <color=yellow>Town Interiors</color>'.
CrateStack_B~WoodLand~MOD	Title='Crate Stack <color=yellow>Woodland</color>'.
Creeper_A~Sewers~MOD	Title='Creeper/Ivy <color=yellow>Sewers</color>'.
Creeper_B~Sewers~MOD	Title='Creeper/Ivy <color=yellow>Sewers</color>'.
Creeper_C~Sewers~MOD	Title='Creeper/Ivy <color=yellow>Sewers</color>'.
Crossroad_12C_Organic~LavaCaves~MOD	Title='Crossroad <color=yellow>Lava Caves</color>'.
Crossroad_12C~Catacombs~MOD	Title='Crossroad <color=yellow>Catacombs</color>'.
Crossroad_12C~ElvenPalace~MOD	Title='Crossroad <color=yellow>Elven Palace</color>'.
Crossroad_12C~Necropolis~MOD	Title='Crossroad <color=yellow>Necropolis</color>'.
Crossroad_12C~Sewers~MOD	Title='Crossroad <color=yellow>Sewers</color>'.
Crossroad_12C~Stronghold~MOD	Title='Crossroad <color=yellow>Stronghold</color>'.
Curve_12C~Catacombs~MOD	Title='Small curved room <color=yellow>Catacombs</color>'.
Curve_24C~Catacombs~MOD	Title='Big curved room <color=yellow>Catacombs</color>'.
Curve_U_24C~Catacombs~MOD	Title='Big curved room <color=yellow>Catacombs</color>'.
Cushions_A~ElvenPalace~MOD	Title='Cushions <color=yellow>Elven Palace</color>'.
Cushions_A~TownInterior~MOD	Title='Cushions <color=yellow>Town Interiors</color>'.
Cushions_B~ElvenPalace~MOD	Title='Cushions <color=yellow>Elven Palace</color>'.
Cushions_B~TownInterior~MOD	Title='Cushions <color=yellow>Town Interiors</color>'.
Dam_A~Sewers~MOD	Title='Free Wall <color=yellow>Sewers</color>'.
Debris_A~Catacombs~MOD	Title='Debris <color=yellow>Catacombs</color>'.
Debris_A~LavaCaves~MOD	Title='Debris <color=yellow>Lava Caves</color>'.
Debris_A~Necropolis~MOD	Title='Debris <color=yellow>Necropolis</color>'.
Debris_A~Sewers~MOD	Title='Debris <color=yellow>Sewers</color>'.
Debris_A~Stronghold~MOD	Title='Debris <color=yellow>Stronghold</color>'.
Debris_A~Town~MOD	Title='Debris <color=yellow>Town</color>'.
Debris_A~WoodLand~MOD	Title='Debris <color=yellow>Woodland</color>'.
Debris_B~Catacombs~MOD	Title='Debris <color=yellow>Catacombs</color>'.
Debris_B~LavaCaves~MOD	Title='Debris <color=yellow>Lava Caves</color>'.
Debris_B~Necropolis~MOD	Title='Debris <color=yellow>Necropolis</color>'.
Debris_B~Sewers~MOD	Title='Debris <color=yellow>Sewers</color>'.
Debris_B~Stronghold~MOD	Title='Debris <color=yellow>Stronghold</color>'.
Debris_B~Town~MOD	Title='Debris <color=yellow>Town</color>'.
Debris_B~WoodLand~MOD	Title='Debris <color=yellow>Woodland</color>'.
Debris_C~Catacombs~MOD	Title='Debris <color=yellow>Catacombs</color>'.
Debris_C~Sewers~MOD	Title='Debris <color=yellow>Sewers</color>'.
Decorative_House_B~Town~MOD	Title='Market <color=yellow>Town</color>'.
Desk_A~ElvenPalace~MOD	Title='Desk <color=yellow>Elven Palace</color>'.
DestroyedStuff_A~Catacombs~MOD	Title='Broken Furnitures <color=yellow>Catacombs</color>'.
DestroyedStuff_A~LavaCaves~MOD	Title='Broken Furnitures <color=yellow>Lava Caves</color>'.
DestroyedStuff_A~Sewers~MOD	Title='Broken Furnitures <color=yellow>Sewers</color>'.
DestroyedStuff_A~Stronghold~MOD	Title='Broken Furnitures <color=yellow>Stronghold</color>'.
DestroyedStuff_A~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_B~Catacombs~MOD	Title='Broken Furnitures <color=yellow>Catacombs</color>'.
DestroyedStuff_B~LavaCaves~MOD	Title='Broken Furnitures <color=yellow>Lava Caves</color>'.
DestroyedStuff_B~Sewers~MOD	Title='Broken Furnitures <color=yellow>Sewers</color>'.
DestroyedStuff_B~Stronghold~MOD	Title='Broken Furnitures <color=yellow>Stronghold</color>'.
DestroyedStuff_B~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_C~Catacombs~MOD	Title='Broken Furnitures <color=yellow>Catacombs</color>'.
DestroyedStuff_C~LavaCaves~MOD	Title='Broken Furnitures <color=yellow>Lava Caves</color>'.
DestroyedStuff_C~Sewers~MOD	Title='Broken Furnitures <color=yellow>Sewers</color>'.
DestroyedStuff_C~Stronghold~MOD	Title='Broken Furnitures <color=yellow>Stronghold</color>'.
DestroyedStuff_C~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_D~Catacombs~MOD	Title='Broken Furnitures <color=yellow>Catacombs</color>'.
DestroyedStuff_D~LavaCaves~MOD	Title='Broken Furnitures <color=yellow>Lava Caves</color>'.
DestroyedStuff_D~Sewers~MOD	Title='Broken Furnitures <color=yellow>Sewers</color>'.
DestroyedStuff_D~Stronghold~MOD	Title='Broken Furnitures <color=yellow>Stronghold</color>'.
DestroyedStuff_D~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_E~Catacombs~MOD	Title='Broken Furnitures <color=yellow>Catacombs</color>'.
DestroyedStuff_E~LavaCaves~MOD	Title='Broken Furnitures <color=yellow>Lava Caves</color>'.
DestroyedStuff_E~Sewers~MOD	Title='Broken Furnitures <color=yellow>Sewers</color>'.
DestroyedStuff_E~Stronghold~MOD	Title='Broken Furnitures <color=yellow>Stronghold</color>'.
DestroyedStuff_E~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_F~ElvenPalace~MOD	Title='Broken Furnitures <color=yellow>Elven Palace</color>'.
DestroyedStuff_F~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_G~ElvenPalace~MOD	Title='Broken Furnitures <color=yellow>Elven Palace</color>'.
DestroyedStuff_G~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_H~ElvenPalace~MOD	Title='Broken Furnitures <color=yellow>Elven Palace</color>'.
DestroyedStuff_H~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_I~ElvenPalace~MOD	Title='Broken Furnitures <color=yellow>Elven Palace</color>'.
DestroyedStuff_I~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_J~ElvenPalace~MOD	Title='Broken Furnitures <color=yellow>Elven Palace</color>'.
DestroyedStuff_J~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_K~ElvenPalace~MOD	Title='Broken Furnitures <color=yellow>Elven Palace</color>'.
DestroyedStuff_K~Stronghold~MOD	Title='Broken Furnitures <color=yellow>Stronghold</color>'.
DestroyedStuff_K~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_L~Stronghold~MOD	Title='Broken Furnitures <color=yellow>Stronghold</color>'.
DestroyedStuff_L~TownInterior~MOD	Title='Broken Furnitures <color=yellow>Town Interiors</color>'.
DestroyedStuff_L~WoodLand~MOD	Title='Broken Furnitures <color=yellow>Woodland</color>'.
DoubleDoor_Castle_Wall~WoodLand~MOD	Title='Castle Inner Wall Door <color=yellow>Woodland</color>'.
DoubleDoor~Catacombs~MOD	Title='Double Door <color=yellow>Catacombs</color>'.
DoubleDoor~ElvenPalace~MOD	Title='Double Door <color=yellow>Elven Palace</color>'.
DoubleDoor~LavaCaves~MOD	Title='Double Door <color=yellow>Lava Caves</color>'.
DoubleDoor~Necropolis~MOD	Title='Double Door <color=yellow>Necropolis</color>'.
DoubleDoor~Sewers~MOD	Title='Double Door <color=yellow>Sewers</color>'.
DoubleDoor~Stronghold~MOD	Title='Double Door <color=yellow>Stronghold</color>'.
DoubleDoor~Town~MOD	Title='Double Door <color=yellow>Town</color>'.
DoubleDoor~TownInterior~MOD	Title='Double Door <color=yellow>Town Interiors</color>'.
DoubleStairsDoor~TownInterior~MOD	Title='Stairs double door  <color=yellow>Town Interiors</color>'.
DoubleThinDoor~WoodLand~MOD	Title='Double thin door <color=yellow>Woodland</color>'.
Drain_A~Sewers~MOD	Title='Drain grate <color=yellow>Sewers</color>'.
Drain_B~Sewers~MOD	Title='Drain grate <color=yellow>Sewers</color>'.
Drain_Big_24C_A~Sewers~MOD	Title='Big Room <color=yellow>Sewers</color>'.
Drain_Big_24C_B~Sewers~MOD	Title='Big Room <color=yellow>Sewers</color>'.
Drain_C~Sewers~MOD	Title='Drain grate <color=yellow>Sewers</color>'.
Drain_Corner_12C~Sewers~MOD	Title='Corner <color=yellow>Sewers</color>'.
Drain_Crossroad_12C~Sewers~MOD	Title='Crossroad <color=yellow>Sewers</color>'.
Drain_Line_12C~Sewers~MOD	Title='Line <color=yellow>Sewers</color>'.
Drain_Line_24C~Sewers~MOD	Title='Corridor <color=yellow>Sewers</color>'.
Drain_Small_24C~Sewers~MOD	Title='Small Room <color=yellow>Sewers</color>'.
Drain_Turn_12C~Sewers~MOD	Title='Turn <color=yellow>Sewers</color>'.
DrainGrate_A~Sewers~MOD	Title='Drain grate <color=yellow>Sewers</color>'.
DrainGrate_A~WoodLand~MOD	Title='Drain grate <color=yellow>Woodland</color>'.
DrainGrate_B~Sewers~MOD	Title='Drain grate <color=yellow>Sewers</color>'.
Drying_Clothes_A~Town~MOD	Title='Hanging Clothes <color=yellow>Town</color>'.
Drying_Clothes_A~TownInterior~MOD	Title='Hanging Clothes <color=yellow>Town Interiors</color>'.
ElvenPalace~Town~MOD	Title='Elven Palace <color=yellow>Town</color>'.
EmptyRooms~Catacombs~MOD	Title='Empty Rooms Catacombs<color=yellow> [MODDED]</color>'.
EmptyRooms~ElvenPalace~MOD	Title='Empty Rooms Elven Palace<color=yellow> [MODDED]</color>'.
EmptyRooms~Jungle~MOD	Title='Empty Rooms Jungle<color=yellow> [MODDED]</color>'.
EmptyRooms~LavaCaves~MOD	Title='Empty Rooms Lava Caves<color=yellow> [MODDED]</color>'.
EmptyRooms~Necropolis~MOD	Title='Empty Rooms Necropolis<color=yellow> [MODDED]</color>'.
EmptyRooms~Sewers~MOD	Title='Empty Rooms Sewers<color=yellow> [MODDED]</color>'.
EmptyRooms~Stronghold~MOD	Title='Empty Rooms Stronghold<color=yellow> [MODDED]</color>'.
EmptyRooms~Town~MOD	Title='Empty Rooms Town<color=yellow> [MODDED]</color>'.
EmptyRooms~TownInterior~MOD	Title='Empty Rooms Town Interiors<color=yellow> [MODDED]</color>'.
EmptyRooms~WoodLand~MOD	Title='Empty Rooms Woodland<color=yellow> [MODDED]</color>'.
Encounter~Catacombs~MOD	Title='Encounter Catacombs<color=yellow> [MODDED]</color>'.
Encounter~ElvenPalace~MOD	Title='Encounter Elven Palace<color=yellow> [MODDED]</color>'.
Encounter~Jungle~MOD	Title='Encounter Jungle<color=yellow> [MODDED]</color>'.
Encounter~LavaCaves~MOD	Title='Encounter Lava Caves<color=yellow> [MODDED]</color>'.
Encounter~Necropolis~MOD	Title='Encounter Necropolis<color=yellow> [MODDED]</color>'.
Encounter~Sewers~MOD	Title='Encounter Sewers<color=yellow> [MODDED]</color>'.
Encounter~Stronghold~MOD	Title='Encounter Stronghold<color=yellow> [MODDED]</color>'.
Encounter~Town~MOD	Title='Encounter Town<color=yellow> [MODDED]</color>'.
Encounter~TownInterior~MOD	Title='Encounter Town Interiors<color=yellow> [MODDED]</color>'.
Encounter~WoodLand~MOD	Title='Encounter Woodland<color=yellow> [MODDED]</color>'.
Faction_Banner_A~Town~MOD	Title='Banner <color=yellow>Town</color>'.
Faction_Banner_A~TownInterior~MOD	Title='Banner <color=yellow>Town Interiors</color>'.
Faction_Banner_B~Town~MOD	Title='Banner <color=yellow>Town</color>'.
Faction_Banner_B~TownInterior~MOD	Title='Banner <color=yellow>Town Interiors</color>'.
Faction_Banner_C~Town~MOD	Title='Banner <color=yellow>Town</color>'.
Faction_Banner_C~TownInterior~MOD	Title='Banner <color=yellow>Town Interiors</color>'.
Faction_Banner_D~Town~MOD	Title='Banner <color=yellow>Town</color>'.
Faction_Banner_D~TownInterior~MOD	Title='Banner <color=yellow>Town Interiors</color>'.
Faction_Banner_E~Town~MOD	Title='Banner <color=yellow>Town</color>'.
Faction_Banner_E~TownInterior~MOD	Title='Banner <color=yellow>Town Interiors</color>'.
Faction_Banner_F~Town~MOD	Title='Banner <color=yellow>Town</color>'.
Faction_Banner_F~TownInterior~MOD	Title='Banner <color=yellow>Town Interiors</color>'.
Faction_Banner_G~Town~MOD	Title='Banner <color=yellow>Town</color>'.
Faction_Banner_G~TownInterior~MOD	Title='Banner <color=yellow>Town Interiors</color>'.
